h0dn_row_1based	name	h0dn_m_b	h0dn_err_m_b	h0dn_zhel	h0dn_zcmb	catalog_only_classification	catalog_candidate_count	catalog_candidate_official_rows_1based	covariance_diagonal_used_for_mapping	final_dependency_classification	candidate_count	candidate_official_rows_1based	match_status	official_row_1based	official_CID	IDSURVEY	survey_label	official_m_b_corr	official_m_b_corr_err_DIAG	official_STAT_SYS_diagonal_sqrt	official_zHEL	official_zCMB	delta_m_b	delta_err_m_b	delta_err_m_b_role	delta_zhel	delta_zcmb
126	1992bg	16.640999999999998	0.15361	0.035249999999999997	0.035740000000000001	CATALOG_ONLY_UNIQUE	1	546	NO	CATALOG_ONLY_UNIQUE	1	546	UNIQUE_MATCH	546	1992bg	50	LOWZ/JRK07	16.640699999999999	0.20993400000000001	0.15360611966975796	0.035249999999999997	0.035740000000000001	0.00029999999999930083	3.88033024203982e-06	POST_MAPPING_DIAGNOSTIC	0	0
127	ASASSN-15tg	16.608000000000001	0.11963	0.035610000000000003	0.034450000000000001	CATALOG_ONLY_UNIQUE	1	550	NO	CATALOG_ONLY_UNIQUE	1	550	UNIQUE_MATCH	550	ASASSN-15tg	150	FOUND	16.608000000000001	0.16642399999999999	0.11962683645403317	0.035610000000000003	0.034450000000000001	0	3.1635459668277743e-06	POST_MAPPING_DIAGNOSTIC	0	0
128	PTSS-16efw	16.981000000000002	0.13668	0.035569999999999997	0.03542	CATALOG_ONLY_UNIQUE	1	552	NO	CATALOG_ONLY_UNIQUE	1	552	UNIQUE_MATCH	552	PTSS-16efw	150	FOUND	16.981000000000002	0.18651100000000001	0.13668489309356757	0.035569999999999997	0.03542	0	4.8930935675761678e-06	POST_MAPPING_DIAGNOSTIC	0	0
129	2016fbk	16.706	0.16420000000000001	0.035869999999999999	0.034950000000000002	CATALOG_ONLY_UNIQUE	1	553	NO	CATALOG_ONLY_UNIQUE	1	553	UNIQUE_MATCH	553	2016fbk	51	LOSS1	16.706099999999999	0.223548	0.16419735077034586	0.035869999999999999	0.034950000000000002	9.9999999999766942e-05	2.6492296541502647e-06	POST_MAPPING_DIAGNOSTIC	0	0
130	1994T	16.68	0.15085000000000001	0.034569999999999997	0.035639999999999998	CATALOG_ONLY_UNIQUE	1	555	NO	CATALOG_ONLY_UNIQUE	1	555	UNIQUE_MATCH	555	1994T	61	CFA1	16.679500000000001	0.20243900000000001	0.15085290849035693	0.034569999999999997	0.035639999999999998	0.00049999999999883471	2.9084903569176479e-06	POST_MAPPING_DIAGNOSTIC	0	0
131	ASASSN-15mi	16.298999999999999	0.14693000000000001	0.034419999999999999	0.035009999999999999	CATALOG_ONLY_UNIQUE	1	556	NO	CATALOG_ONLY_UNIQUE	1	556	UNIQUE_MATCH	556	ASASSN-15mi	150	FOUND	16.298500000000001	0.20253399999999999	0.14692705673224385	0.034419999999999999	0.035009999999999999	0.00049999999999883471	2.9432677561558318e-06	POST_MAPPING_DIAGNOSTIC	0	0
132	ASASSN-15ss	16.738	0.13686999999999999	0.035560000000000001	0.035920000000000001	CATALOG_ONLY_UNIQUE	1	557	NO	CATALOG_ONLY_UNIQUE	1	557	UNIQUE_MATCH	557	ASASSN-15ss	150	FOUND	16.7379	0.185228	0.1368733356063189	0.035560000000000001	0.035920000000000001	9.9999999999766942e-05	3.335606318904949e-06	POST_MAPPING_DIAGNOSTIC	0	0
133	2001ck	16.606000000000002	0.15842000000000001	0.03483	0.035439999999999999	CATALOG_ONLY_UNIQUE	1	558	NO	CATALOG_ONLY_UNIQUE	1	558	UNIQUE_MATCH	558	2001ck	57	LOSS2	16.605599999999999	0.22184499999999999	0.15842114757821948	0.03483	0.035439999999999999	0.00040000000000262048	1.147578219479195e-06	POST_MAPPING_DIAGNOSTIC	0	0
134	PS15bbn	16.931000000000001	0.13270999999999999	0.037100000000000001	0.036020000000000003	CATALOG_ONLY_UNIQUE	1	559	NO	CATALOG_ONLY_UNIQUE	1	559	UNIQUE_MATCH	559	PS15bbn	150	FOUND	16.9315	0.18528800000000001	0.13271439258799325	0.037100000000000001	0.036020000000000003	0.00049999999999883471	4.3925879932571466e-06	POST_MAPPING_DIAGNOSTIC	0	0
135	2008hj	16.675000000000001	0.11063000000000001	0.037609999999999998	0.036429999999999997	CATALOG_ONLY_UNIQUE	1	561	NO	CATALOG_ONLY_UNIQUE	1	561	UNIQUE_MATCH	561	2008hj	5	CSP	16.6752	0.154255	0.11062657908477509	0.037609999999999998	0.036429999999999997	0.00019999999999953388	3.4209152249137231e-06	POST_MAPPING_DIAGNOSTIC	0	0
136	2008hj	16.631	0.13028000000000001	0.037609999999999998	0.036429999999999997	CATALOG_ONLY_UNIQUE	1	562	NO	CATALOG_ONLY_UNIQUE	1	562	UNIQUE_MATCH	562	2008hj	65	CFA4p2	16.630600000000001	0.18312899999999999	0.1302788931485066	0.037609999999999998	0.036429999999999997	0.00039999999999906777	1.1068514934042817e-06	POST_MAPPING_DIAGNOSTIC	0	0
137	2002hu	16.710999999999999	0.11859	0.036700000000000003	0.035909999999999997	CATALOG_ONLY_UNIQUE	1	568	NO	CATALOG_ONLY_UNIQUE	1	568	UNIQUE_MATCH	568	2002hu	63	CFA3S	16.710699999999999	0.16436200000000001	0.11859371821475201	0.036700000000000003	0.035909999999999997	0.00029999999999930083	3.7182147520076203e-06	POST_MAPPING_DIAGNOSTIC	0	0
138	2000cf	16.794	0.11672	0.036420000000000001	0.036459999999999999	CATALOG_ONLY_UNIQUE	1	569	NO	CATALOG_ONLY_UNIQUE	1	569	UNIQUE_MATCH	569	2000cf	62	CFA2	16.794499999999999	0.164133	0.11671538030611046	0.036420000000000001	0.036459999999999999	0.00049999999999883471	4.6196938895404216e-06	POST_MAPPING_DIAGNOSTIC	0	0
139	2001eh	16.754000000000001	0.094167000000000001	0.037130000000000003	0.036269999999999997	CATALOG_ONLY_UNIQUE	1	570	NO	CATALOG_ONLY_UNIQUE	1	570	UNIQUE_MATCH	570	2001eh	57	LOSS2	16.753699999999998	0.13249	0.094166501474781353	0.037130000000000003	0.036269999999999997	0.00030000000000285354	4.98525218647905e-07	POST_MAPPING_DIAGNOSTIC	0	0
140	2001eh	16.739999999999998	0.10428	0.037130000000000003	0.036269999999999997	CATALOG_ONLY_UNIQUE	1	571	NO	CATALOG_ONLY_UNIQUE	1	571	UNIQUE_MATCH	571	2001eh	63	CFA3S	16.739699999999999	0.14671100000000001	0.10427732255864647	0.037130000000000003	0.036269999999999997	0.00029999999999930083	2.6774413535296526e-06	POST_MAPPING_DIAGNOSTIC	0	0
141	ASASSN-16db	16.617000000000001	0.13605	0.034860000000000002	0.035889999999999998	CATALOG_ONLY_UNIQUE	1	572	NO	CATALOG_ONLY_UNIQUE	1	572	UNIQUE_MATCH	572	ASASSN-16db	150	FOUND	16.616800000000001	0.18775900000000001	0.13604785922608265	0.034860000000000002	0.035889999999999998	0.00019999999999953388	2.1407739173584517e-06	POST_MAPPING_DIAGNOSTIC	0	0
142	AT2016hns	16.725999999999999	0.11854000000000001	0.038170000000000003	0.037039999999999997	CATALOG_ONLY_UNIQUE	1	573	NO	CATALOG_ONLY_UNIQUE	1	573	UNIQUE_MATCH	573	AT2016hns	150	FOUND	16.725899999999999	0.16144	0.11853623918447893	0.038170000000000003	0.037039999999999997	9.9999999999766942e-05	3.760815521072769e-06	POST_MAPPING_DIAGNOSTIC	0	0
143	ASASSN-15bc	16.696000000000002	0.19275	0.036720000000000003	0.036389999999999999	CATALOG_ONLY_UNIQUE	1	574	NO	CATALOG_ONLY_UNIQUE	1	574	UNIQUE_MATCH	574	ASASSN-15bc	150	FOUND	16.696000000000002	0.26121699999999998	0.19275056420150891	0.036720000000000003	0.036389999999999999	0	5.642015089013519e-07	POST_MAPPING_DIAGNOSTIC	0	0
144	2007jg	17.079999999999998	0.12526999999999999	0.037069999999999999	0.036519999999999997	CATALOG_ONLY_UNIQUE	1	575	NO	CATALOG_ONLY_UNIQUE	1	575	UNIQUE_MATCH	575	2007jg	51	LOSS1	17.080300000000001	0.16910600000000001	0.1252673540871683	0.037069999999999999	0.036519999999999997	0.00030000000000285354	2.6459128316946856e-06	POST_MAPPING_DIAGNOSTIC	0	0
145	2007jg	16.965	0.12576000000000001	0.037069999999999999	0.036519999999999997	CATALOG_ONLY_UNIQUE	1	576	NO	CATALOG_ONLY_UNIQUE	1	576	UNIQUE_MATCH	576	2007jg	5	CSP	16.965499999999999	0.16920099999999999	0.1257561926904596	0.037069999999999999	0.036519999999999997	0.00049999999999883471	3.8073095404156376e-06	POST_MAPPING_DIAGNOSTIC	0	0
146	2008gb	16.835999999999999	0.14141999999999999	0.036999999999999998	0.036409999999999998	CATALOG_ONLY_UNIQUE	1	579	NO	CATALOG_ONLY_UNIQUE	1	579	UNIQUE_MATCH	579	2008gb	65	CFA4p2	16.835899999999999	0.19703399999999999	0.14141679532502496	0.036999999999999998	0.036409999999999998	9.9999999999766942e-05	3.2046749750269665e-06	POST_MAPPING_DIAGNOSTIC	0	0
147	2007O	16.640999999999998	0.10682999999999999	0.036940000000000001	0.037319999999999999	CATALOG_ONLY_UNIQUE	1	580	NO	CATALOG_ONLY_UNIQUE	1	580	UNIQUE_MATCH	580	2007O	57	LOSS2	16.640799999999999	0.14930199999999999	0.10683014555826459	0.036940000000000001	0.037319999999999999	0.00019999999999953388	1.4555826459428101e-07	POST_MAPPING_DIAGNOSTIC	0	0
148	2007O	16.609000000000002	0.10764	0.036940000000000001	0.037319999999999999	CATALOG_ONLY_UNIQUE	1	581	NO	CATALOG_ONLY_UNIQUE	1	581	UNIQUE_MATCH	581	2007O	64	CFA3K	16.608699999999999	0.15029699999999999	0.10763507792536781	0.036940000000000001	0.037319999999999999	0.00030000000000285354	4.9220746321937403e-06	POST_MAPPING_DIAGNOSTIC	0	0
149	2008fr	16.861000000000001	0.16997999999999999	0.039	0.037900000000000003	CATALOG_ONLY_UNIQUE	1	582	NO	CATALOG_ONLY_UNIQUE	1	582	UNIQUE_MATCH	582	2008fr	65	CFA4p2	16.8611	0.23460400000000001	0.1699769984439071	0.039	0.037900000000000003	9.9999999999766942e-05	3.0015560928964291e-06	POST_MAPPING_DIAGNOSTIC	0	0
150	2009bv	17.003	0.10846	0.036670000000000001	0.037479999999999999	CATALOG_ONLY_UNIQUE	1	585	NO	CATALOG_ONLY_UNIQUE	1	585	UNIQUE_MATCH	585	2009bv	65	CFA4p2	17.003399999999999	0.14752399999999999	0.10845870181778869	0.036670000000000001	0.037479999999999999	0.00039999999999906777	1.2981822113122821e-06	POST_MAPPING_DIAGNOSTIC	0	0
151	2008051	16.759	0.12592999999999999	0.037769999999999998	0.038350000000000002	CATALOG_ONLY_UNIQUE	1	586	NO	CATALOG_ONLY_UNIQUE	1	586	UNIQUE_MATCH	586	2008051	65	CFA4p2	16.759499999999999	0.16819700000000001	0.12592847176075792	0.037769999999999998	0.038350000000000002	0.00049999999999883471	1.5282392420712387e-06	POST_MAPPING_DIAGNOSTIC	0	0
152	ASASSN-15np	16.773	0.15787000000000001	0.037679999999999998	0.03832	CATALOG_ONLY_UNIQUE	1	587	NO	CATALOG_ONLY_UNIQUE	1	587	UNIQUE_MATCH	587	ASASSN-15np	150	FOUND	16.773	0.21784000000000001	0.15787434877142012	0.037679999999999998	0.03832	0	4.3487714201095873e-06	POST_MAPPING_DIAGNOSTIC	0	0
153	2008dr	17.030999999999999	0.10528999999999999	0.041189999999999997	0.039960000000000002	CATALOG_ONLY_UNIQUE	1	591	NO	CATALOG_ONLY_UNIQUE	1	591	UNIQUE_MATCH	591	2008dr	57	LOSS2	17.030999999999999	0.14541499999999999	0.10528803350808676	0.041189999999999997	0.039960000000000002	0	1.9664919132383885e-06	POST_MAPPING_DIAGNOSTIC	0	0
154	PS15cze	17.295999999999999	0.17041999999999999	0.039370000000000002	0.03891	CATALOG_ONLY_UNIQUE	1	592	NO	CATALOG_ONLY_UNIQUE	1	592	UNIQUE_MATCH	592	PS15cze	150	FOUND	17.2956	0.23307600000000001	0.17042118412920385	0.039370000000000002	0.03891	0.00039999999999906777	1.1841292038572426e-06	POST_MAPPING_DIAGNOSTIC	0	0
155	2003fa	16.763999999999999	0.10542	0.040390000000000002	0.040149999999999998	CATALOG_ONLY_UNIQUE	1	593	NO	CATALOG_ONLY_UNIQUE	1	593	UNIQUE_MATCH	593	2003fa	57	LOSS2	16.7637	0.14091000000000001	0.10541968506877641	0.040390000000000002	0.040149999999999998	0.00029999999999930083	3.1493122358561276e-07	POST_MAPPING_DIAGNOSTIC	0	0
156	2003fa	16.829000000000001	0.10578	0.040390000000000002	0.040149999999999998	CATALOG_ONLY_UNIQUE	1	594	NO	CATALOG_ONLY_UNIQUE	1	594	UNIQUE_MATCH	594	2003fa	63	CFA3S	16.828800000000001	0.14244399999999999	0.10577858951602635	0.040390000000000002	0.040149999999999998	0.00019999999999953388	1.4104839736461816e-06	POST_MAPPING_DIAGNOSTIC	0	0
157	PS16axi	16.873000000000001	0.12015000000000001	0.039300000000000002	0.040559999999999999	CATALOG_ONLY_UNIQUE	1	596	NO	CATALOG_ONLY_UNIQUE	1	596	UNIQUE_MATCH	596	PS16axi	150	FOUND	16.8733	0.166662	0.12014940698979749	0.039300000000000002	0.040559999999999999	0.00029999999999930083	5.930102025125672e-07	POST_MAPPING_DIAGNOSTIC	0	0
158	2009do	16.786999999999999	0.10398	0.039640000000000002	0.04027	CATALOG_ONLY_UNIQUE	1	598	NO	CATALOG_ONLY_UNIQUE	1	598	UNIQUE_MATCH	598	2009do	65	CFA4p2	16.787299999999998	0.14474899999999999	0.10397908443528439	0.039640000000000002	0.04027	0.00029999999999930083	9.1556471561171637e-07	POST_MAPPING_DIAGNOSTIC	0	0
159	2001az	17.062000000000001	0.10580000000000001	0.040689999999999997	0.040590000000000001	CATALOG_ONLY_UNIQUE	1	599	NO	CATALOG_ONLY_UNIQUE	1	599	UNIQUE_MATCH	599	2001az	63	CFA3S	17.0623	0.14835699999999999	0.10580127598474415	0.040689999999999997	0.040590000000000001	0.00029999999999930083	1.2759847441423666e-06	POST_MAPPING_DIAGNOSTIC	0	0
160	1992bl	16.957000000000001	0.14934	0.043589999999999997	0.042799999999999998	CATALOG_ONLY_UNIQUE	1	601	NO	CATALOG_ONLY_UNIQUE	1	601	UNIQUE_MATCH	601	1992bl	50	LOWZ/JRK07	16.957100000000001	0.20628199999999999	0.14934182267536444	0.043589999999999997	0.042799999999999998	9.9999999999766942e-05	1.8226753644434712e-06	POST_MAPPING_DIAGNOSTIC	0	0
161	2014bj	17.257999999999999	0.30253000000000002	0.042999999999999997	0.042389999999999997	CATALOG_ONLY_UNIQUE	1	602	NO	CATALOG_ONLY_UNIQUE	1	602	UNIQUE_MATCH	602	2014bj	51	LOSS1	17.2576	0.42563099999999998	0.30252504028592409	0.042999999999999997	0.042389999999999997	0.00039999999999906777	4.9597140759360947e-06	POST_MAPPING_DIAGNOSTIC	0	0
162	2006cf	17.039999999999999	0.10766000000000001	0.041459999999999997	0.042229999999999997	CATALOG_ONLY_UNIQUE	1	603	NO	CATALOG_ONLY_UNIQUE	1	603	UNIQUE_MATCH	603	2006cf	64	CFA3K	17.040099999999999	0.14858399999999999	0.10766410729672168	0.041459999999999997	0.042229999999999997	9.9999999999766942e-05	4.1072967216781997e-06	POST_MAPPING_DIAGNOSTIC	0	0
163	2007kk	16.998999999999999	0.13611999999999999	0.041770000000000002	0.041300000000000003	CATALOG_ONLY_UNIQUE	1	605	NO	CATALOG_ONLY_UNIQUE	1	605	UNIQUE_MATCH	605	2007kk	51	LOSS1	16.999099999999999	0.17344999999999999	0.13611935938726719	0.041770000000000002	0.041300000000000003	9.9999999999766942e-05	6.4061273280513475e-07	POST_MAPPING_DIAGNOSTIC	0	0
164	2007kk	16.954000000000001	0.1303	0.041770000000000002	0.041300000000000003	CATALOG_ONLY_UNIQUE	1	606	NO	CATALOG_ONLY_UNIQUE	1	606	UNIQUE_MATCH	606	2007kk	65	CFA4p2	16.9541	0.16431200000000001	0.13030099769380124	0.041770000000000002	0.041300000000000003	9.9999999999766942e-05	9.9769380124126172e-07	POST_MAPPING_DIAGNOSTIC	0	0
165	AT2016htm	16.949000000000002	0.11384	0.043319999999999997	0.04265	CATALOG_ONLY_UNIQUE	1	607	NO	CATALOG_ONLY_UNIQUE	1	607	UNIQUE_MATCH	607	AT2016htm	150	FOUND	16.948799999999999	0.16026399999999999	0.11384476272538847	0.043319999999999997	0.04265	0.0002000000000030866	4.762725388476885e-06	POST_MAPPING_DIAGNOSTIC	0	0
166	MASTERJ0134	17.006	0.12499	0.044850000000000001	0.043909999999999998	CATALOG_ONLY_UNIQUE	1	612	NO	CATALOG_ONLY_UNIQUE	1	612	UNIQUE_MATCH	612	MASTERJ0134	150	FOUND	17.006399999999999	0.17571400000000001	0.12499315981284735	0.044850000000000001	0.043909999999999998	0.00039999999999906777	3.1598128473475651e-06	POST_MAPPING_DIAGNOSTIC	0	0
167	ASASSN-15mg	17.077000000000002	0.12867000000000001	0.042770000000000002	0.043069999999999997	CATALOG_ONLY_UNIQUE	1	613	NO	CATALOG_ONLY_UNIQUE	1	613	UNIQUE_MATCH	613	ASASSN-15mg	150	FOUND	17.076799999999999	0.17918500000000001	0.12867462842378835	0.042770000000000002	0.043069999999999997	0.0002000000000030866	4.6284237883442714e-06	POST_MAPPING_DIAGNOSTIC	0	0
168	AT2016cvv	17.294	0.16575999999999999	0.044569999999999999	0.044040000000000003	CATALOG_ONLY_UNIQUE	1	614	NO	CATALOG_ONLY_UNIQUE	1	614	UNIQUE_MATCH	614	AT2016cvv	150	FOUND	17.293900000000001	0.22961899999999999	0.16575825771285121	0.044569999999999999	0.044040000000000003	9.9999999999766942e-05	1.7422871487760005e-06	POST_MAPPING_DIAGNOSTIC	0	0
169	2005ku	17.039000000000001	0.18040999999999999	0.045249999999999999	0.043970000000000002	CATALOG_ONLY_UNIQUE	1	615	NO	CATALOG_ONLY_UNIQUE	1	615	UNIQUE_MATCH	615	2005ku	5	CSP	17.038599999999999	0.247611	0.18040734463984553	0.045249999999999999	0.043970000000000002	0.00040000000000262048	2.6553601544521133e-06	POST_MAPPING_DIAGNOSTIC	0	0
170	1992bh	17.297999999999998	0.19534000000000001	0.044999999999999998	0.045100000000000001	CATALOG_ONLY_UNIQUE	1	616	NO	CATALOG_ONLY_UNIQUE	1	616	UNIQUE_MATCH	616	1992bh	50	LOWZ/JRK07	17.297999999999998	0.26917400000000002	0.19533514788690745	0.044999999999999998	0.045100000000000001	0	4.8521130925627265e-06	POST_MAPPING_DIAGNOSTIC	0	0
171	PSNJ1204051	17.201000000000001	0.14046	0.04385	0.045019999999999998	CATALOG_ONLY_UNIQUE	1	620	NO	CATALOG_ONLY_UNIQUE	1	620	UNIQUE_MATCH	620	PSNJ1204051	150	FOUND	17.2011	0.19439999999999999	0.14045618533905868	0.04385	0.045019999999999998	9.9999999999766942e-05	3.8146609413203247e-06	POST_MAPPING_DIAGNOSTIC	0	0
172	2005hc	17.210000000000001	0.10761	0.045920000000000002	0.04496	CATALOG_ONLY_UNIQUE	1	621	NO	CATALOG_ONLY_UNIQUE	1	621	UNIQUE_MATCH	621	2005hc	64	CFA3K	17.2104	0.17141899999999999	0.10761129122912708	0.045920000000000002	0.04496	0.00039999999999906777	1.2912291270789078e-06	POST_MAPPING_DIAGNOSTIC	0	0
173	2005hc	17.260999999999999	0.12280000000000001	0.045920000000000002	0.04496	CATALOG_ONLY_UNIQUE	1	622	NO	CATALOG_ONLY_UNIQUE	1	622	UNIQUE_MATCH	622	2005hc	5	CSP	17.260899999999999	0.14951500000000001	0.12280146578929749	0.045920000000000002	0.04496	9.9999999999766942e-05	1.4657892974806463e-06	POST_MAPPING_DIAGNOSTIC	0	0
174	2008050	17.010999999999999	0.15476000000000001	0.045260000000000002	0.046269999999999999	CATALOG_ONLY_UNIQUE	1	625	NO	CATALOG_ONLY_UNIQUE	1	625	UNIQUE_MATCH	625	2008050	65	CFA4p2	17.0106	0.21642800000000001	0.1547555168645047	0.045260000000000002	0.046269999999999999	0.00039999999999906777	4.4831354953089875e-06	POST_MAPPING_DIAGNOSTIC	0	0
175	2005lz	17.071999999999999	0.13929	0.046240000000000003	0.045409999999999999	CATALOG_ONLY_UNIQUE	1	627	NO	CATALOG_ONLY_UNIQUE	1	627	UNIQUE_MATCH	627	2005lz	64	CFA3K	17.0717	0.19314300000000001	0.13928991348981448	0.046240000000000003	0.045409999999999999	0.00029999999999930083	8.6510185515198401e-08	POST_MAPPING_DIAGNOSTIC	0	0
176	360156	17.254999999999999	0.15239	0.045510000000000002	0.046730000000000001	CATALOG_ONLY_UNIQUE	1	628	NO	CATALOG_ONLY_UNIQUE	1	628	UNIQUE_MATCH	628	360156	15	PS1MD	17.255099999999999	0.207815	0.15238572767815234	0.045510000000000002	0.046730000000000001	9.9999999999766942e-05	4.2723218476592439e-06	POST_MAPPING_DIAGNOSTIC	0	0
177	2008cf	17.225999999999999	0.10793	0.046030000000000001	0.046920000000000003	CATALOG_ONLY_UNIQUE	1	630	NO	CATALOG_ONLY_UNIQUE	1	630	UNIQUE_MATCH	630	2008cf	5	CSP	17.2256	0.14571700000000001	0.10793044056242891	0.046030000000000001	0.046920000000000003	0.00039999999999906777	4.4056242891332698e-07	POST_MAPPING_DIAGNOSTIC	0	0
178	2008cf	17.233000000000001	0.13277	0.046030000000000001	0.046920000000000003	CATALOG_ONLY_UNIQUE	1	631	NO	CATALOG_ONLY_UNIQUE	1	631	UNIQUE_MATCH	631	2008cf	65	CFA4p2	17.232700000000001	0.180924	0.13277458341113332	0.046030000000000001	0.046920000000000003	0.00029999999999930083	4.5834111333242777e-06	POST_MAPPING_DIAGNOSTIC	0	0
179	AT2017yk	17.504999999999999	0.20710999999999999	0.046440000000000002	0.047640000000000002	CATALOG_ONLY_UNIQUE	1	632	NO	CATALOG_ONLY_UNIQUE	1	632	UNIQUE_MATCH	632	AT2017yk	150	FOUND	17.505199999999999	0.27937600000000001	0.20710992250493457	0.046440000000000002	0.047640000000000002	0.00019999999999953388	7.7495065420318809e-08	POST_MAPPING_DIAGNOSTIC	0	0
180	PS16fa	17.347999999999999	0.11595	0.046109999999999998	0.04734	CATALOG_ONLY_UNIQUE	1	634	NO	CATALOG_ONLY_UNIQUE	1	634	UNIQUE_MATCH	634	PS16fa	150	FOUND	17.347899999999999	0.159417	0.11595494814797686	0.046109999999999998	0.04734	9.9999999999766942e-05	4.9481479768576087e-06	POST_MAPPING_DIAGNOSTIC	0	0
181	PS15aii	17.341999999999999	0.10337	0.046550000000000001	0.04768	CATALOG_ONLY_UNIQUE	1	635	NO	CATALOG_ONLY_UNIQUE	1	635	UNIQUE_MATCH	635	PS15aii	150	FOUND	17.3416	0.14285600000000001	0.10337194977362089	0.046550000000000001	0.04768	0.00039999999999906777	1.9497736208906602e-06	POST_MAPPING_DIAGNOSTIC	0	0
182	PS17akj	17.309999999999999	0.14741000000000001	0.046809999999999997	0.047800000000000002	CATALOG_ONLY_UNIQUE	1	636	NO	CATALOG_ONLY_UNIQUE	1	636	UNIQUE_MATCH	636	PS17akj	150	FOUND	17.309699999999999	0.20705299999999999	0.14741058306648136	0.046809999999999997	0.047800000000000002	0.00029999999999930083	5.8306648134665018e-07	POST_MAPPING_DIAGNOSTIC	0	0
183	ASASSN-15pm	17.120000000000001	0.11003	0.04879	0.04777	CATALOG_ONLY_UNIQUE	1	638	NO	CATALOG_ONLY_UNIQUE	1	638	UNIQUE_MATCH	638	ASASSN-15pm	150	FOUND	17.1205	0.152367	0.11002963237237504	0.04879	0.04777	0.00049999999999883471	3.6762762496700407e-07	POST_MAPPING_DIAGNOSTIC	0	0
184	1995ac	17.077000000000002	0.095545000000000005	0.0499	0.048669999999999998	CATALOG_ONLY_UNIQUE	1	639	NO	CATALOG_ONLY_UNIQUE	1	639	UNIQUE_MATCH	639	1995ac	61	CFA1	17.077300000000001	0.13312399999999999	0.095544596916832508	0.0499	0.048669999999999998	0.00029999999999930083	4.0308316749670947e-07	POST_MAPPING_DIAGNOSTIC	0	0
185	PS16el	17.216000000000001	0.12554999999999999	0.047800000000000002	0.048959999999999997	CATALOG_ONLY_UNIQUE	1	642	NO	CATALOG_ONLY_UNIQUE	1	642	UNIQUE_MATCH	642	PS16el	150	FOUND	17.216100000000001	0.174923	0.12555042811555842	0.047800000000000002	0.048959999999999997	9.9999999999766942e-05	4.2811555842070526e-07	POST_MAPPING_DIAGNOSTIC	0	0
186	2006cq	17.329999999999998	0.11842999999999999	0.048439999999999997	0.049279999999999997	CATALOG_ONLY_UNIQUE	1	643	NO	CATALOG_ONLY_UNIQUE	1	643	UNIQUE_MATCH	643	2006cq	64	CFA3K	17.329799999999999	0.16591400000000001	0.11842786834187298	0.048439999999999997	0.049279999999999997	0.00019999999999953388	2.1316581270136581e-06	POST_MAPPING_DIAGNOSTIC	0	0
187	PS15asb	17.218	0.13347999999999999	0.04863	0.049520000000000002	CATALOG_ONLY_UNIQUE	1	645	NO	CATALOG_ONLY_UNIQUE	1	645	UNIQUE_MATCH	645	PS15asb	150	FOUND	17.218399999999999	0.183555	0.13347850014140855	0.04863	0.049520000000000002	0.00039999999999906777	1.4998585914360874e-06	POST_MAPPING_DIAGNOSTIC	0	0
188	PS16dnp	17.605	0.11465	0.051270000000000003	0.049979999999999997	CATALOG_ONLY_UNIQUE	1	647	NO	CATALOG_ONLY_UNIQUE	1	647	UNIQUE_MATCH	647	PS16dnp	150	FOUND	17.6053	0.16097800000000001	0.11465094853510807	0.051270000000000003	0.049979999999999997	0.00029999999999930083	9.4853510806958141e-07	POST_MAPPING_DIAGNOSTIC	0	0
189	2007kh	17.286999999999999	0.32324999999999998	0.050000000000000003	0.049439999999999998	CATALOG_ONLY_UNIQUE	1	648	NO	CATALOG_ONLY_UNIQUE	1	648	UNIQUE_MATCH	648	2007kh	65	CFA4p2	17.287299999999998	0.45260699999999998	0.32324979505020573	0.050000000000000003	0.049439999999999998	0.00029999999999930083	2.049497942469003e-07	POST_MAPPING_DIAGNOSTIC	0	0
190	PS16fbb	17.626999999999999	0.11967	0.052499999999999998	0.051389999999999998	CATALOG_ONLY_UNIQUE	1	653	NO	CATALOG_ONLY_UNIQUE	1	653	UNIQUE_MATCH	653	PS16fbb	150	FOUND	17.627400000000002	0.166181	0.11967426623965571	0.052499999999999998	0.051389999999999998	0.00040000000000262048	4.2662396557147098e-06	POST_MAPPING_DIAGNOSTIC	0	0
191	ASASSN-16hc	17.332999999999998	0.11277	0.050930000000000003	0.051650000000000001	CATALOG_ONLY_UNIQUE	1	655	NO	CATALOG_ONLY_UNIQUE	1	655	UNIQUE_MATCH	655	ASASSN-16hc	150	FOUND	17.333200000000001	0.15449099999999999	0.11276515419224149	0.050930000000000003	0.051650000000000001	0.0002000000000030866	4.8458077585022963e-06	POST_MAPPING_DIAGNOSTIC	0	0
192	2006ot	17.614999999999998	0.15332999999999999	0.053100000000000001	0.052319999999999998	CATALOG_ONLY_UNIQUE	1	657	NO	CATALOG_ONLY_UNIQUE	1	657	UNIQUE_MATCH	657	2006ot	5	CSP	17.614899999999999	0.20655100000000001	0.15332592735737816	0.053100000000000001	0.052319999999999998	9.9999999999766942e-05	4.0726426218384848e-06	POST_MAPPING_DIAGNOSTIC	0	0
193	AT2016htn	17.588000000000001	0.15726999999999999	0.053120000000000001	0.052290000000000003	CATALOG_ONLY_UNIQUE	1	659	NO	CATALOG_ONLY_UNIQUE	1	659	UNIQUE_MATCH	659	AT2016htn	150	FOUND	17.588100000000001	0.21657199999999999	0.15726509466502731	0.053120000000000001	0.052290000000000003	9.9999999999766942e-05	4.9053349726879691e-06	POST_MAPPING_DIAGNOSTIC	0	0
