h0dn_row_1based	name	official_row_1based	official_CID	IDSURVEY	h0dn_err_m_b	official_m_b_corr_err_DIAG	official_STAT_SYS_diagonal	official_STAT_SYS_diagonal_sqrt	catalog_vs_matrix_absolute_difference	catalog_vs_matrix_within_tolerance	h0dn_vs_matrix_absolute_difference	h0dn_vs_matrix_within_tolerance
163	2007kk	605	2007kk	51	0.13611999999999999	0.17344999999999999	0.01852848	0.13611935938726719	0.037330640612732807	NO	6.4061273280513475e-07	YES
164	2007kk	606	2007kk	65	0.1303	0.16431200000000001	0.01697835	0.13030099769380124	0.034011002306198773	NO	9.9769380124126172e-07	YES
165	AT2016htm	607	AT2016htm	150	0.11384	0.16026399999999999	0.012960630000000001	0.11384476272538847	0.046419237274611516	NO	4.762725388476885e-06	YES
166	MASTERJ0134	612	MASTERJ0134	150	0.12499	0.17571400000000001	0.01562329	0.12499315981284735	0.050720840187152658	NO	3.1598128473475651e-06	YES
167	ASASSN-15mg	613	ASASSN-15mg	150	0.12867000000000001	0.17918500000000001	0.016557160000000001	0.12867462842378835	0.05051037157621166	NO	4.6284237883442714e-06	YES
168	AT2016cvv	614	AT2016cvv	150	0.16575999999999999	0.22961899999999999	0.027475800000000002	0.16575825771285121	0.063860742287148775	NO	1.7422871487760005e-06	YES
169	2005ku	615	2005ku	5	0.18040999999999999	0.247611	0.032546810000000002	0.18040734463984553	0.067203655360154463	NO	2.6553601544521133e-06	YES
170	1992bh	616	1992bh	50	0.19534000000000001	0.26917400000000002	0.03815582	0.19533514788690745	0.073838852113092573	NO	4.8521130925627265e-06	YES
171	PSNJ1204051	620	PSNJ1204051	150	0.14046	0.19439999999999999	0.019727939999999999	0.14045618533905868	0.053943814660941308	NO	3.8146609413203247e-06	YES
172	2005hc	621	2005hc	64	0.10761	0.17141899999999999	0.011580190000000001	0.10761129122912708	0.063807708770872912	NO	1.2912291270789078e-06	YES
173	2005hc	622	2005hc	5	0.12280000000000001	0.14951500000000001	0.0150802	0.12280146578929749	0.026713534210702522	NO	1.4657892974806463e-06	YES
174	2008050	625	2008050	65	0.15476000000000001	0.21642800000000001	0.023949270000000002	0.1547555168645047	0.06167248313549531	NO	4.4831354953089875e-06	YES
175	2005lz	627	2005lz	64	0.13929	0.19314300000000001	0.019401680000000001	0.13928991348981448	0.053853086510185527	NO	8.6510185515198401e-08	YES
176	360156	628	360156	15	0.15239	0.207815	0.023221410000000001	0.15238572767815234	0.055429272321847661	NO	4.2723218476592439e-06	YES
177	2008cf	630	2008cf	5	0.10793	0.14571700000000001	0.01164898	0.10793044056242891	0.037786559437571102	NO	4.4056242891332698e-07	YES
178	2008cf	631	2008cf	65	0.13277	0.180924	0.01762909	0.13277458341113332	0.048149416588866678	NO	4.5834111333242777e-06	YES
179	AT2017yk	632	AT2017yk	150	0.20710999999999999	0.27937600000000001	0.042894519999999998	0.20710992250493457	0.072266077495065445	NO	7.7495065420318809e-08	YES
180	PS16fa	634	PS16fa	150	0.11595	0.159417	0.013445550000000001	0.11595494814797686	0.043462051852023148	NO	4.9481479768576087e-06	YES
181	PS15aii	635	PS15aii	150	0.10337	0.14285600000000001	0.010685760000000001	0.10337194977362089	0.039484050226379117	NO	1.9497736208906602e-06	YES
182	PS17akj	636	PS17akj	150	0.14741000000000001	0.20705299999999999	0.02172988	0.14741058306648136	0.059642416933518627	NO	5.8306648134665018e-07	YES
183	ASASSN-15pm	638	ASASSN-15pm	150	0.11003	0.152367	0.012106520000000001	0.11002963237237504	0.042337367627624967	NO	3.6762762496700407e-07	YES
184	1995ac	639	1995ac	61	0.095545000000000005	0.13312399999999999	0.0091287699999999996	0.095544596916832508	0.037579403083167484	NO	4.0308316749670947e-07	YES
185	PS16el	642	PS16el	150	0.12554999999999999	0.174923	0.015762910000000002	0.12555042811555842	0.04937257188444158	NO	4.2811555842070526e-07	YES
186	2006cq	643	2006cq	64	0.11842999999999999	0.16591400000000001	0.01402516	0.11842786834187298	0.047486131658127026	NO	2.1316581270136581e-06	YES
187	PS15asb	645	PS15asb	150	0.13347999999999999	0.183555	0.017816510000000001	0.13347850014140855	0.050076499858591444	NO	1.4998585914360874e-06	YES
188	PS16dnp	647	PS16dnp	150	0.11465	0.16097800000000001	0.01314484	0.11465094853510807	0.046327051464891938	NO	9.4853510806958141e-07	YES
189	2007kh	648	2007kh	65	0.32324999999999998	0.45260699999999998	0.10449043	0.32324979505020573	0.12935720494979425	NO	2.049497942469003e-07	YES
190	PS16fbb	653	PS16fbb	150	0.11967	0.166181	0.01432193	0.11967426623965571	0.046506733760344282	NO	4.2662396557147098e-06	YES
191	ASASSN-16hc	655	ASASSN-16hc	150	0.11277	0.15449099999999999	0.01271598	0.11276515419224149	0.041725845807758496	NO	4.8458077585022963e-06	YES
192	2006ot	657	2006ot	5	0.15332999999999999	0.20655100000000001	0.02350884	0.15332592735737816	0.053225072642621857	NO	4.0726426218384848e-06	YES
193	AT2016htn	659	AT2016htn	150	0.15726999999999999	0.21657199999999999	0.02473231	0.15726509466502731	0.059306905334972682	NO	4.9053349726879691e-06	YES
194	PS16evk	660	PS16evk	150	0.14821999999999999	0.20574500000000001	0.02196772	0.14821511393916614	0.057529886060833868	NO	4.8860608338474609e-06	YES
195	2010dt	662	2010dt	66	0.12229	0.170074	0.014953859999999999	0.12228597630145494	0.047788023698545068	NO	4.0236985450609053e-06	YES
196	2006lu	663	2006lu	5	0.098555000000000004	0.13106499999999999	0.0097131000000000006	0.098555060752860385	0.032509939247139602	NO	6.0752860381318996e-08	YES
197	PS16ayd	665	PS16ayd	150	0.11491	0.14713599999999999	0.01320342	0.11490613560641573	0.032229864393584259	NO	3.8643935842685995e-06	YES
198	490007	667	490007	15	0.13829	0.19248999999999999	0.019123000000000001	0.13828593565507666	0.054204064344923336	NO	4.0643449233379592e-06	YES
199	PS16aer	670	PS16aer	150	0.1265	0.17422799999999999	0.016003449999999999	0.12650474299408698	0.047723257005913011	NO	4.7429940869814224e-06	YES
200	2005hj	671	2005hj	5	0.12379999999999999	0.16931199999999999	0.01532624	0.12379919224292217	0.045512807757077819	NO	8.0775707782254624e-07	YES
201	2008eq	672	2008eq	51	0.16169	0.21967	0.026143159999999999	0.16168846588424296	0.057981534115757044	NO	1.5341157570403219e-06	YES
202	SN2016gmb	675	SN2016gmb	150	0.12923000000000001	0.180838	0.016700039999999999	0.12922863459775469	0.051609365402245311	NO	1.3654022453235548e-06	YES
203	2001ah	676	2001ah	63	0.17926	0.213869	0.032134490000000002	0.17926095503483183	0.034608044965168172	NO	9.5503483182879378e-07	YES
204	2008bz	680	2008bz	5	0.090261999999999995	0.120944	0.0081471800000000004	0.090261730539581392	0.030682269460418604	NO	2.694604186032068e-07	YES
205	2008bz	681	2008bz	65	0.11496000000000001	0.15828300000000001	0.013216149999999999	0.11496151529968626	0.043321484700313745	NO	1.5152996862555224e-06	YES
206	2006oa	685	2006oa	64	0.13191	0.18131700000000001	0.01740042	0.13191065157901388	0.049406348420986124	NO	6.5157901388279704e-07	YES
207	1992bs	686	1992bs	50	0.14884	0.20474500000000001	0.022152140000000001	0.14883594995833499	0.05590905004166502	NO	4.0500416650102178e-06	YES
208	2007ae	689	2007ae	64	0.10829999999999999	0.15063399999999999	0.01172844	0.10829792241774538	0.042336077582254605	NO	2.0775822546087452e-06	YES
209	PS15cms	690	PS15cms	150	0.14435999999999999	0.201511	0.020838519999999999	0.14435553331964798	0.057155466680352013	NO	4.466680352005481e-06	YES
210	6057	691	6057	1	0.21235999999999999	0.294956	0.045096980000000002	0.21236049538461715	0.082595504615382842	NO	4.9538461716069904e-07	YES
211	SN2016ixf	692	SN2016ixf	150	0.13736000000000001	0.192528	0.01886898	0.13736440586993415	0.055163594130065857	NO	4.4058699341376073e-06	YES
212	1993B	698	1993B	50	0.20219999999999999	0.276366	0.0408834	0.20219643913778501	0.074169560862214989	NO	3.5608622149796432e-06	YES
213	2008Y	699	2008Y	51	0.161	0.225296	0.025920350000000002	0.16099798135380455	0.064298018646195443	NO	2.0186461954507795e-06	YES
214	2008Y	700	2008Y	65	0.15021999999999999	0.21059900000000001	0.022565999999999999	0.15021983890285598	0.06037916109714403	NO	1.6109714401357778e-07	YES
215	PS15bwh	707	PS15bwh	150	0.11462	0.15879099999999999	0.013136689999999999	0.1146154003613825	0.044175599638617488	NO	4.5996386175001236e-06	YES
216	Gaia16aki	712	Gaia16aki	150	0.12397	0.174425	0.015368659999999999	0.1239703996928299	0.050454600307170097	NO	3.9969282990270916e-07	YES
217	PS17bii	714	PS17bii	150	0.13724	0.19021099999999999	0.018835370000000001	0.13724201251803328	0.052968987481966712	NO	2.0125180332786208e-06	YES
218	2005ir	716	2005ir	5	0.12642999999999999	0.15262400000000001	0.015985119999999998	0.1264322743606236	0.026191725639376412	NO	2.2743606236108604e-06	YES
219	370333	719	370333	15	0.14122000000000001	0.19647800000000001	0.019944070000000001	0.14122347538564542	0.055254524614354594	NO	3.4753856454072807e-06	YES
220	2007hx	723	2007hx	5	0.13203999999999999	0.17808399999999999	0.017433589999999999	0.13203632076061494	0.046047679239385048	NO	3.6792393850459959e-06	YES
221	560033	724	560033	15	0.36323	0.50261400000000001	0.13193357999999999	0.36322662347355539	0.13938737652644462	NO	3.3765264446095067e-06	YES
222	12779	725	12779	1	0.16947000000000001	0.23666400000000001	0.028718899999999999	0.16946651586670447	0.067197484133295543	NO	3.4841332955393156e-06	YES
223	PS15bzz	726	PS15bzz	150	0.10528	0.14471999999999999	0.011083259999999999	0.10527706302894282	0.039442936971057163	NO	2.9369710571741647e-06	YES
224	350316	727	350316	15	0.11126	0.15547800000000001	0.01237946	0.11126302170982055	0.044214978290179452	NO	3.021709820555385e-06	YES
225	2005ag	728	2005ag	5	0.084926000000000001	0.116193	0.0072124099999999998	0.08492590888533369	0.031267091114666315	NO	9.1114666311842285e-08	YES
226	12950	729	12950	1	0.15576000000000001	0.21798200000000001	0.024259949999999999	0.15575605927218369	0.062225940727816315	NO	3.9407278163150483e-06	YES
227	SN2016glp	733	SN2016glp	150	0.16728000000000001	0.219943	0.027983040000000001	0.16728131993740364	0.052661680062596361	NO	1.3199374036265699e-06	YES
228	3592	734	3592	1	0.089358000000000007	0.125696	0.0079848999999999996	0.089358267664497615	0.036337732335502387	NO	2.6766449760795563e-07	YES
229	SN2016grz	735	SN2016grz	150	0.15678	0.21512200000000001	0.024580189999999998	0.15678070672120342	0.058341293278796585	NO	7.0672120341952471e-07	YES
230	1241	736	1241	1	0.18465000000000001	0.25173699999999999	0.034096399999999999	0.18465210532241433	0.06708489467758566	NO	2.1053224143197102e-06	YES
231	590194	737	590194	15	0.15568000000000001	0.21535399999999999	0.02423587	0.15567873971740651	0.059675260282593484	NO	1.2602825935070783e-06	YES
232	370066	738	370066	15	0.11854000000000001	0.16536300000000001	0.0140509	0.11853649227136764	0.046826507728632366	NO	3.5077286323625945e-06	YES
233	300105	739	300105	15	0.19536999999999999	0.26496900000000001	0.03816775	0.19536568275928093	0.069603317240719081	NO	4.3172407190594786e-06	YES
234	iPTF17dz	740	iPTF17dz	150	0.35125000000000001	0.49255300000000002	0.12337658	0.35125002491103113	0.14130297508896889	NO	2.4911031126784167e-08	YES
235	160099	742	160099	15	0.11717	0.16334000000000001	0.013729649999999999	0.11717358917435276	0.04616641082564725	NO	3.589174352766622e-06	YES
236	000190	743	000190	15	0.13344	0.18545700000000001	0.01780493	0.13343511531826996	0.052021884681730052	NO	4.8846817300440826e-06	YES
237	140181	744	140181	15	0.14255999999999999	0.197718	0.020323230000000001	0.14255956649765739	0.055158433502342619	NO	4.3350234260608467e-07	YES
238	18697	749	18697	1	0.13788	0.193664	0.019009760000000001	0.13787588621655347	0.05578811378344653	NO	4.1137834465299061e-06	YES
239	20625	750	20625	1	0.10568	0.14868999999999999	0.0111676	0.1056768659641267	0.043013134035873285	NO	3.1340358732923068e-06	YES
240	21034	753	21034	1	0.12705	0.17802299999999999	0.016142090000000001	0.12705152498100919	0.050971475018990797	NO	1.5249810091932936e-06	YES
241	500038	754	500038	15	0.13320000000000001	0.18514900000000001	0.017742310000000001	0.1332002627625036	0.051948737237496406	NO	2.6276250358892028e-07	YES
242	020027	756	020027	15	0.12737999999999999	0.177701	0.016226460000000002	0.12738312290095577	0.050317877099044228	NO	3.1229009557764975e-06	YES
243	18650	757	18650	1	0.11471000000000001	0.16095200000000001	0.01315916	0.11471338195694519	0.046238618043054819	NO	3.3819569451865039e-06	YES
244	18612	758	18612	1	0.13857	0.19304399999999999	0.019202469999999999	0.13857297716365916	0.054471022836340838	NO	2.9771636591569006e-06	YES
245	8719	759	8719	1	0.11296	0.15760099999999999	0.012760179999999999	0.11296096670974448	0.04464003329025551	NO	9.6670974447654601e-07	YES
246	5395	760	5395	1	0.13069	0.18376999999999999	0.017078630000000001	0.13068523252456646	0.053084767475433531	NO	4.7674754335425007e-06	YES
247	2561	761	2561	1	0.17186000000000001	0.23810999999999999	0.02953712	0.17186366689908603	0.066246333100913962	NO	3.6668990860133643e-06	YES
248	490008	767	490008	15	0.21387	0.30142000000000002	0.045740219999999998	0.2138696331880709	0.087550366811929126	NO	3.6681192910892335e-07	YES
249	19953	768	19953	1	0.11784	0.15559000000000001	0.01388561	0.11783721822921653	0.037752781770783478	NO	2.7817707834720817e-06	YES
250	16021	772	16021	1	0.11393	0.15989900000000001	0.01297894	0.11392515086669844	0.045973849133301575	NO	4.8491333015654448e-06	YES
251	6406	775	6406	1	0.10192	0.14327599999999999	0.01038738	0.10191849684919808	0.041357503150801903	NO	1.503150801912545e-06	YES
252	19543	776	19543	1	0.15604999999999999	0.21987999999999999	0.024353130000000001	0.15605489418791069	0.063825105812089306	NO	4.8941879106922936e-06	YES
253	13044	777	13044	1	0.087854000000000002	0.12293999999999999	0.0077183099999999999	0.087853912832610931	0.035086087167389063	NO	8.7167389070663681e-08	YES
254	2992	779	2992	1	0.20945	0.292103	0.043871060000000003	0.20945419547003588	0.082648804529964121	NO	4.1954700358837194e-06	YES
255	744	781	744	1	0.20361000000000001	0.279584	0.041456390000000003	0.20360842320493522	0.075975576795064781	NO	1.5767950647949114e-06	YES
256	14871	782	14871	1	0.11241	0.15720600000000001	0.012635850000000001	0.11240929676855024	0.044796703231449769	NO	7.0323144975292795e-07	YES
257	18855	783	18855	1	0.12456	0.174841	0.01551407	0.12455548964216712	0.05028551035783288	NO	4.5103578328875571e-06	YES
258	15508	791	15508	1	0.1114	0.15536700000000001	0.01241015	0.11140085277950075	0.043966147220499255	NO	8.5277950075124398e-07	YES
259	15234	793	15234	1	0.22821	0.31216500000000003	0.052077720000000001	0.22820543376528088	0.083959566234719146	NO	4.5662347191166575e-06	YES
260	000014	794	000014	15	0.14638999999999999	0.20485500000000001	0.021430629999999999	0.14639204213344384	0.05846295786655617	NO	2.0421334438469607e-06	YES
261	17629	795	17629	1	0.13938	0.19369600000000001	0.019427989999999999	0.13938432480017257	0.054311675199827436	NO	4.3248001725670893e-06	YES
262	19775	796	19775	1	0.16289999999999999	0.222665	0.026536609999999999	0.16290061387238539	0.059764386127614616	NO	6.138723853965633e-07	YES
263	18602	797	18602	1	0.18532999999999999	0.25772499999999998	0.034345550000000002	0.18532552441582353	0.072399475584176448	NO	4.4755841764609894e-06	YES
264	17366	799	17366	1	0.090510999999999994	0.125613	0.0081922000000000002	0.09051077283948028	0.035102227160519722	NO	2.271605197140536e-07	YES
265	15171	800	15171	1	0.11342000000000001	0.157441	0.012863100000000001	0.11341560739157552	0.044025392608424474	NO	4.3926084244833019e-06	YES
266	190340	801	190340	15	0.087578000000000003	0.121281	0.0076699000000000003	0.087577965265242377	0.033703034734757623	NO	3.4734757625720647e-08	YES
267	20084	802	20084	1	0.23000999999999999	0.31794	0.052905489999999999	0.23001193447297469	0.087928065527025312	NO	1.9344729746961775e-06	YES
268	090275	805	090275	15	0.10305	0.14324500000000001	0.01061875	0.10304731922762474	0.040197680772375274	NO	2.6807723752658719e-06	YES
269	1794	806	1794	1	0.1305	0.182028	0.01703052	0.13050103447865843	0.051526965521341561	NO	1.0344786584293164e-06	YES
270	340229	808	340229	15	0.15390999999999999	0.210706	0.023689780000000001	0.15391484658732568	0.056791153412674322	NO	4.8465873256908765e-06	YES
271	2635	810	2635	1	0.11328000000000001	0.15831600000000001	0.01283173	0.1132772263078506	0.045038773692149411	NO	2.7736921494048161e-06	YES
272	17497	813	17497	1	0.12089	0.16844400000000001	0.01461409	0.12088875051054171	0.047555249489458301	NO	1.2494894582881777e-06	YES
273	8921	814	8921	1	0.16972000000000001	0.23944199999999999	0.02880537	0.16972144826155591	0.069720551738444075	NO	1.4482615559030521e-06	YES
274	13796	819	13796	1	0.12094000000000001	0.16966800000000001	0.01462627	0.12093911691425566	0.048728883085744357	NO	8.8308574434925458e-07	YES
275	14024	820	14024	1	0.13400999999999999	0.18684500000000001	0.0179589	0.13401082045864804	0.052834179541351972	NO	8.2045864804869417e-07	YES
276	180166	821	180166	15	0.1201	0.168022	0.014425	0.12010412149464314	0.047917878505356865	NO	4.1214946431417099e-06	YES
277	13736	825	13736	1	0.12313	0.172844	0.01516122	0.12313090594972491	0.049713094050275089	NO	9.0594972490531944e-07	YES
