h0dn_row_1based	name	catalog_only_classification	catalog_candidate_count	catalog_candidate_official_rows_1based	catalog_candidate_details_json	covariance_diagonal_used	covariance_assisted_candidate_count	covariance_assisted_candidate_official_rows_1based	final_dependency_classification	final_candidate_count	final_official_row_1based	final_IDSURVEY
151	2008051	CATALOG_ONLY_UNIQUE	1	586	"[{""CID"":""2008051"",""IDSURVEY"":65,""covariance_assist_pass"":null,""delta_err_m_b"":1.5282392420712387e-06,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":586}]"	NO			CATALOG_ONLY_UNIQUE	1	586	65
152	ASASSN-15np	CATALOG_ONLY_UNIQUE	1	587	"[{""CID"":""ASASSN-15np"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.348771420109587e-06,""delta_m_b"":0.0,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":587}]"	NO			CATALOG_ONLY_UNIQUE	1	587	150
153	2008dr	CATALOG_ONLY_UNIQUE	1	591	"[{""CID"":""2008dr"",""IDSURVEY"":57,""covariance_assist_pass"":null,""delta_err_m_b"":1.9664919132383885e-06,""delta_m_b"":0.0,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":591}]"	NO			CATALOG_ONLY_UNIQUE	1	591	57
154	PS15cze	CATALOG_ONLY_UNIQUE	1	592	"[{""CID"":""PS15cze"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":1.1841292038572426e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":592}]"	NO			CATALOG_ONLY_UNIQUE	1	592	150
155	2003fa	CATALOG_ONLY_UNIQUE	1	593	"[{""CID"":""2003fa"",""IDSURVEY"":57,""covariance_assist_pass"":null,""delta_err_m_b"":3.1493122358561276e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":593}]"	NO			CATALOG_ONLY_UNIQUE	1	593	57
156	2003fa	CATALOG_ONLY_UNIQUE	1	594	"[{""CID"":""2003fa"",""IDSURVEY"":63,""covariance_assist_pass"":null,""delta_err_m_b"":1.4104839736461816e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":594}]"	NO			CATALOG_ONLY_UNIQUE	1	594	63
157	PS16axi	CATALOG_ONLY_UNIQUE	1	596	"[{""CID"":""PS16axi"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":5.930102025125672e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":596}]"	NO			CATALOG_ONLY_UNIQUE	1	596	150
158	2009do	CATALOG_ONLY_UNIQUE	1	598	"[{""CID"":""2009do"",""IDSURVEY"":65,""covariance_assist_pass"":null,""delta_err_m_b"":9.155647156117164e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":598}]"	NO			CATALOG_ONLY_UNIQUE	1	598	65
159	2001az	CATALOG_ONLY_UNIQUE	1	599	"[{""CID"":""2001az"",""IDSURVEY"":63,""covariance_assist_pass"":null,""delta_err_m_b"":1.2759847441423666e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":599}]"	NO			CATALOG_ONLY_UNIQUE	1	599	63
160	1992bl	CATALOG_ONLY_UNIQUE	1	601	"[{""CID"":""1992bl"",""IDSURVEY"":50,""covariance_assist_pass"":null,""delta_err_m_b"":1.8226753644434712e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":601}]"	NO			CATALOG_ONLY_UNIQUE	1	601	50
161	2014bj	CATALOG_ONLY_UNIQUE	1	602	"[{""CID"":""2014bj"",""IDSURVEY"":51,""covariance_assist_pass"":null,""delta_err_m_b"":4.959714075936095e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":602}]"	NO			CATALOG_ONLY_UNIQUE	1	602	51
162	2006cf	CATALOG_ONLY_UNIQUE	1	603	"[{""CID"":""2006cf"",""IDSURVEY"":64,""covariance_assist_pass"":null,""delta_err_m_b"":4.1072967216782e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":603}]"	NO			CATALOG_ONLY_UNIQUE	1	603	64
163	2007kk	CATALOG_ONLY_UNIQUE	1	605	"[{""CID"":""2007kk"",""IDSURVEY"":51,""covariance_assist_pass"":null,""delta_err_m_b"":6.406127328051348e-07,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":605}]"	NO			CATALOG_ONLY_UNIQUE	1	605	51
164	2007kk	CATALOG_ONLY_UNIQUE	1	606	"[{""CID"":""2007kk"",""IDSURVEY"":65,""covariance_assist_pass"":null,""delta_err_m_b"":9.976938012412617e-07,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":606}]"	NO			CATALOG_ONLY_UNIQUE	1	606	65
165	AT2016htm	CATALOG_ONLY_UNIQUE	1	607	"[{""CID"":""AT2016htm"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.762725388476885e-06,""delta_m_b"":0.0002000000000030866,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":607}]"	NO			CATALOG_ONLY_UNIQUE	1	607	150
166	MASTERJ0134	CATALOG_ONLY_UNIQUE	1	612	"[{""CID"":""MASTERJ0134"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":3.159812847347565e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":612}]"	NO			CATALOG_ONLY_UNIQUE	1	612	150
167	ASASSN-15mg	CATALOG_ONLY_UNIQUE	1	613	"[{""CID"":""ASASSN-15mg"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.628423788344271e-06,""delta_m_b"":0.0002000000000030866,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":613}]"	NO			CATALOG_ONLY_UNIQUE	1	613	150
168	AT2016cvv	CATALOG_ONLY_UNIQUE	1	614	"[{""CID"":""AT2016cvv"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":1.7422871487760005e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":614}]"	NO			CATALOG_ONLY_UNIQUE	1	614	150
169	2005ku	CATALOG_ONLY_UNIQUE	1	615	"[{""CID"":""2005ku"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":2.6553601544521133e-06,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":615}]"	NO			CATALOG_ONLY_UNIQUE	1	615	5
170	1992bh	CATALOG_ONLY_UNIQUE	1	616	"[{""CID"":""1992bh"",""IDSURVEY"":50,""covariance_assist_pass"":null,""delta_err_m_b"":4.8521130925627265e-06,""delta_m_b"":0.0,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":616}]"	NO			CATALOG_ONLY_UNIQUE	1	616	50
171	PSNJ1204051	CATALOG_ONLY_UNIQUE	1	620	"[{""CID"":""PSNJ1204051"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":3.8146609413203247e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":620}]"	NO			CATALOG_ONLY_UNIQUE	1	620	150
172	2005hc	CATALOG_ONLY_UNIQUE	1	621	"[{""CID"":""2005hc"",""IDSURVEY"":64,""covariance_assist_pass"":null,""delta_err_m_b"":1.2912291270789078e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":621}]"	NO			CATALOG_ONLY_UNIQUE	1	621	64
173	2005hc	CATALOG_ONLY_UNIQUE	1	622	"[{""CID"":""2005hc"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":1.4657892974806463e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":622}]"	NO			CATALOG_ONLY_UNIQUE	1	622	5
174	2008050	CATALOG_ONLY_UNIQUE	1	625	"[{""CID"":""2008050"",""IDSURVEY"":65,""covariance_assist_pass"":null,""delta_err_m_b"":4.4831354953089875e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":625}]"	NO			CATALOG_ONLY_UNIQUE	1	625	65
175	2005lz	CATALOG_ONLY_UNIQUE	1	627	"[{""CID"":""2005lz"",""IDSURVEY"":64,""covariance_assist_pass"":null,""delta_err_m_b"":8.65101855151984e-08,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":627}]"	NO			CATALOG_ONLY_UNIQUE	1	627	64
176	360156	CATALOG_ONLY_UNIQUE	1	628	"[{""CID"":""360156"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":4.272321847659244e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":628}]"	NO			CATALOG_ONLY_UNIQUE	1	628	15
177	2008cf	CATALOG_ONLY_UNIQUE	1	630	"[{""CID"":""2008cf"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":4.40562428913327e-07,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":630}]"	NO			CATALOG_ONLY_UNIQUE	1	630	5
178	2008cf	CATALOG_ONLY_UNIQUE	1	631	"[{""CID"":""2008cf"",""IDSURVEY"":65,""covariance_assist_pass"":null,""delta_err_m_b"":4.583411133324278e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":631}]"	NO			CATALOG_ONLY_UNIQUE	1	631	65
179	AT2017yk	CATALOG_ONLY_UNIQUE	1	632	"[{""CID"":""AT2017yk"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":7.749506542031881e-08,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":632}]"	NO			CATALOG_ONLY_UNIQUE	1	632	150
180	PS16fa	CATALOG_ONLY_UNIQUE	1	634	"[{""CID"":""PS16fa"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.948147976857609e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":634}]"	NO			CATALOG_ONLY_UNIQUE	1	634	150
181	PS15aii	CATALOG_ONLY_UNIQUE	1	635	"[{""CID"":""PS15aii"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":1.94977362089066e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":635}]"	NO			CATALOG_ONLY_UNIQUE	1	635	150
182	PS17akj	CATALOG_ONLY_UNIQUE	1	636	"[{""CID"":""PS17akj"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":5.830664813466502e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":636}]"	NO			CATALOG_ONLY_UNIQUE	1	636	150
183	ASASSN-15pm	CATALOG_ONLY_UNIQUE	1	638	"[{""CID"":""ASASSN-15pm"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":3.676276249670041e-07,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":638}]"	NO			CATALOG_ONLY_UNIQUE	1	638	150
184	1995ac	CATALOG_ONLY_UNIQUE	1	639	"[{""CID"":""1995ac"",""IDSURVEY"":61,""covariance_assist_pass"":null,""delta_err_m_b"":4.0308316749670947e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":639}]"	NO			CATALOG_ONLY_UNIQUE	1	639	61
185	PS16el	CATALOG_ONLY_UNIQUE	1	642	"[{""CID"":""PS16el"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.2811555842070526e-07,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":642}]"	NO			CATALOG_ONLY_UNIQUE	1	642	150
186	2006cq	CATALOG_ONLY_UNIQUE	1	643	"[{""CID"":""2006cq"",""IDSURVEY"":64,""covariance_assist_pass"":null,""delta_err_m_b"":2.131658127013658e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":643}]"	NO			CATALOG_ONLY_UNIQUE	1	643	64
187	PS15asb	CATALOG_ONLY_UNIQUE	1	645	"[{""CID"":""PS15asb"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":1.4998585914360874e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":645}]"	NO			CATALOG_ONLY_UNIQUE	1	645	150
188	PS16dnp	CATALOG_ONLY_UNIQUE	1	647	"[{""CID"":""PS16dnp"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":9.485351080695814e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":647}]"	NO			CATALOG_ONLY_UNIQUE	1	647	150
189	2007kh	CATALOG_ONLY_UNIQUE	1	648	"[{""CID"":""2007kh"",""IDSURVEY"":65,""covariance_assist_pass"":null,""delta_err_m_b"":2.049497942469003e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":648}]"	NO			CATALOG_ONLY_UNIQUE	1	648	65
190	PS16fbb	CATALOG_ONLY_UNIQUE	1	653	"[{""CID"":""PS16fbb"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.26623965571471e-06,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":653}]"	NO			CATALOG_ONLY_UNIQUE	1	653	150
191	ASASSN-16hc	CATALOG_ONLY_UNIQUE	1	655	"[{""CID"":""ASASSN-16hc"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.845807758502296e-06,""delta_m_b"":0.0002000000000030866,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":655}]"	NO			CATALOG_ONLY_UNIQUE	1	655	150
192	2006ot	CATALOG_ONLY_UNIQUE	1	657	"[{""CID"":""2006ot"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":4.072642621838485e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":657}]"	NO			CATALOG_ONLY_UNIQUE	1	657	5
193	AT2016htn	CATALOG_ONLY_UNIQUE	1	659	"[{""CID"":""AT2016htn"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.905334972687969e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":659}]"	NO			CATALOG_ONLY_UNIQUE	1	659	150
194	PS16evk	CATALOG_ONLY_UNIQUE	1	660	"[{""CID"":""PS16evk"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.886060833847461e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":660}]"	NO			CATALOG_ONLY_UNIQUE	1	660	150
195	2010dt	CATALOG_ONLY_UNIQUE	1	662	"[{""CID"":""2010dt"",""IDSURVEY"":66,""covariance_assist_pass"":null,""delta_err_m_b"":4.023698545060905e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":662}]"	NO			CATALOG_ONLY_UNIQUE	1	662	66
196	2006lu	CATALOG_ONLY_UNIQUE	1	663	"[{""CID"":""2006lu"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":6.0752860381319e-08,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":663}]"	NO			CATALOG_ONLY_UNIQUE	1	663	5
197	PS16ayd	CATALOG_ONLY_UNIQUE	1	665	"[{""CID"":""PS16ayd"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":3.8643935842685995e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":665}]"	NO			CATALOG_ONLY_UNIQUE	1	665	150
198	490007	CATALOG_ONLY_UNIQUE	1	667	"[{""CID"":""490007"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":4.064344923337959e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":667}]"	NO			CATALOG_ONLY_UNIQUE	1	667	15
199	PS16aer	CATALOG_ONLY_UNIQUE	1	670	"[{""CID"":""PS16aer"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.7429940869814224e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":670}]"	NO			CATALOG_ONLY_UNIQUE	1	670	150
200	2005hj	CATALOG_ONLY_UNIQUE	1	671	"[{""CID"":""2005hj"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":8.077570778225462e-07,""delta_m_b"":0.00030000000000285354,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":671}]"	NO			CATALOG_ONLY_UNIQUE	1	671	5
201	2008eq	CATALOG_ONLY_UNIQUE	1	672	"[{""CID"":""2008eq"",""IDSURVEY"":51,""covariance_assist_pass"":null,""delta_err_m_b"":1.5341157570403219e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":672}]"	NO			CATALOG_ONLY_UNIQUE	1	672	51
202	SN2016gmb	CATALOG_ONLY_UNIQUE	1	675	"[{""CID"":""SN2016gmb"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":1.3654022453235548e-06,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":675}]"	NO			CATALOG_ONLY_UNIQUE	1	675	150
203	2001ah	CATALOG_ONLY_UNIQUE	1	676	"[{""CID"":""2001ah"",""IDSURVEY"":63,""covariance_assist_pass"":null,""delta_err_m_b"":9.550348318287938e-07,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":676}]"	NO			CATALOG_ONLY_UNIQUE	1	676	63
204	2008bz	CATALOG_ONLY_UNIQUE	1	680	"[{""CID"":""2008bz"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":2.694604186032068e-07,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":680}]"	NO			CATALOG_ONLY_UNIQUE	1	680	5
205	2008bz	CATALOG_ONLY_UNIQUE	1	681	"[{""CID"":""2008bz"",""IDSURVEY"":65,""covariance_assist_pass"":null,""delta_err_m_b"":1.5152996862555224e-06,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":681}]"	NO			CATALOG_ONLY_UNIQUE	1	681	65
206	2006oa	CATALOG_ONLY_UNIQUE	1	685	"[{""CID"":""2006oa"",""IDSURVEY"":64,""covariance_assist_pass"":null,""delta_err_m_b"":6.51579013882797e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":685}]"	NO			CATALOG_ONLY_UNIQUE	1	685	64
207	1992bs	CATALOG_ONLY_UNIQUE	1	686	"[{""CID"":""1992bs"",""IDSURVEY"":50,""covariance_assist_pass"":null,""delta_err_m_b"":4.050041665010218e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":686}]"	NO			CATALOG_ONLY_UNIQUE	1	686	50
208	2007ae	CATALOG_ONLY_UNIQUE	1	689	"[{""CID"":""2007ae"",""IDSURVEY"":64,""covariance_assist_pass"":null,""delta_err_m_b"":2.0775822546087452e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":689}]"	NO			CATALOG_ONLY_UNIQUE	1	689	64
209	PS15cms	CATALOG_ONLY_UNIQUE	1	690	"[{""CID"":""PS15cms"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.466680352005481e-06,""delta_m_b"":0.00030000000000285354,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":690}]"	NO			CATALOG_ONLY_UNIQUE	1	690	150
210	6057	CATALOG_ONLY_UNIQUE	1	691	"[{""CID"":""6057"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.95384617160699e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":691}]"	NO			CATALOG_ONLY_UNIQUE	1	691	1
211	SN2016ixf	CATALOG_ONLY_UNIQUE	1	692	"[{""CID"":""SN2016ixf"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.405869934137607e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":692}]"	NO			CATALOG_ONLY_UNIQUE	1	692	150
212	1993B	CATALOG_ONLY_UNIQUE	1	698	"[{""CID"":""1993B"",""IDSURVEY"":50,""covariance_assist_pass"":null,""delta_err_m_b"":3.560862214979643e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":698}]"	NO			CATALOG_ONLY_UNIQUE	1	698	50
213	2008Y	CATALOG_ONLY_UNIQUE	1	699	"[{""CID"":""2008Y"",""IDSURVEY"":51,""covariance_assist_pass"":null,""delta_err_m_b"":2.0186461954507795e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":699}]"	NO			CATALOG_ONLY_UNIQUE	1	699	51
214	2008Y	CATALOG_ONLY_UNIQUE	1	700	"[{""CID"":""2008Y"",""IDSURVEY"":65,""covariance_assist_pass"":null,""delta_err_m_b"":1.6109714401357778e-07,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":700}]"	NO			CATALOG_ONLY_UNIQUE	1	700	65
215	PS15bwh	CATALOG_ONLY_UNIQUE	1	707	"[{""CID"":""PS15bwh"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":4.599638617500124e-06,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":707}]"	NO			CATALOG_ONLY_UNIQUE	1	707	150
216	Gaia16aki	CATALOG_ONLY_UNIQUE	1	712	"[{""CID"":""Gaia16aki"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":3.9969282990270916e-07,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":712}]"	NO			CATALOG_ONLY_UNIQUE	1	712	150
217	PS17bii	CATALOG_ONLY_UNIQUE	1	714	"[{""CID"":""PS17bii"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":2.0125180332786208e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":714}]"	NO			CATALOG_ONLY_UNIQUE	1	714	150
218	2005ir	CATALOG_ONLY_UNIQUE	1	716	"[{""CID"":""2005ir"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":2.2743606236108604e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":716}]"	NO			CATALOG_ONLY_UNIQUE	1	716	5
219	370333	CATALOG_ONLY_UNIQUE	1	719	"[{""CID"":""370333"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":3.4753856454072807e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":719}]"	NO			CATALOG_ONLY_UNIQUE	1	719	15
220	2007hx	CATALOG_ONLY_UNIQUE	1	723	"[{""CID"":""2007hx"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":3.679239385045996e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":723}]"	NO			CATALOG_ONLY_UNIQUE	1	723	5
221	560033	CATALOG_ONLY_UNIQUE	1	724	"[{""CID"":""560033"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":3.3765264446095067e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":724}]"	NO			CATALOG_ONLY_UNIQUE	1	724	15
222	12779	CATALOG_ONLY_UNIQUE	1	725	"[{""CID"":""12779"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":3.4841332955393156e-06,""delta_m_b"":0.00030000000000285354,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":725}]"	NO			CATALOG_ONLY_UNIQUE	1	725	1
223	PS15bzz	CATALOG_ONLY_UNIQUE	1	726	"[{""CID"":""PS15bzz"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":2.9369710571741647e-06,""delta_m_b"":0.0,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":726}]"	NO			CATALOG_ONLY_UNIQUE	1	726	150
224	350316	CATALOG_ONLY_UNIQUE	1	727	"[{""CID"":""350316"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":3.021709820555385e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":727}]"	NO			CATALOG_ONLY_UNIQUE	1	727	15
225	2005ag	CATALOG_ONLY_UNIQUE	1	728	"[{""CID"":""2005ag"",""IDSURVEY"":5,""covariance_assist_pass"":null,""delta_err_m_b"":9.111466631184229e-08,""delta_m_b"":0.0002000000000030866,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":728}]"	NO			CATALOG_ONLY_UNIQUE	1	728	5
226	12950	CATALOG_ONLY_UNIQUE	1	729	"[{""CID"":""12950"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":3.940727816315048e-06,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":729}]"	NO			CATALOG_ONLY_UNIQUE	1	729	1
