tau	original_reml_deviance	transformed_reml_deviance	original_reml_delta	transformed_reml_delta	reml_centered_deviance_difference	original_ml_deviance	transformed_ml_deviance	original_ml_delta	transformed_ml_delta	ml_centered_deviance_difference	original_h0_value	transformed_h0_value	h0_difference	original_h0_error	transformed_h0_error	h0_error_difference	original_chi2	transformed_chi2	original_covariance_min_eigenvalue	original_covariance_rank_at_public_cutoff
1.9046714781460566e-05	98202147.07596105	98203380.40721767	98202994.2375119	98202993.91257162	0.3249402791261673	98201741.57429631	98202974.90555292	98202993.94062346	98202993.61568318	0.3249402791261673	73.49875364090133	73.49875364163444	-7.33109573047841e-10	0.8088000276212028	0.8088000276292746	-8.071765478234738e-12	98204200.8545885	98204200.5296481	3.6277731310902567e-10	255
2.0314310499750954e-05	86328825.53988858	86330059.17813468	86329672.70143943	86329672.68348864	0.017950788140296936	86328420.03822386	86329653.67646997	86329672.40455101	86329672.38660023	0.017950788140296936	73.49875364022112	73.49875364002	2.0112622678425396e-10	0.8088000279318663	0.8088000279296637	2.2026824808563106e-12	86330870.04045852	86330870.02250767	4.126711803680422e-10	255
2.1666267165504687e-05	75891045.46410048	75892279.4101068	75891892.62565133	75891892.91546075	-0.2898094207048416	75890639.9624358	75891873.90844212	75891892.32876295	75891892.61857238	-0.2898094356060028	73.49875363894304	73.49875363952118	-5.781402023785631e-10	0.8088000282797196	0.8088000282860435	-6.323830348264892e-12	75893080.68661292	75893080.97642231	4.69427102067782e-10	255
2.3108199162988157e-05	66715243.47614865	66716476.65995401	66716090.63769949	66716090.16530796	0.4723915308713913	66714837.97448401	66716071.15828937	66716090.340811156	66716089.86841963	0.4723915234208107	73.49875363957271	73.49875363982031	-2.475957217029645e-10	0.8088000286982719	0.8088000287010146	-2.7426949600339867e-12	66717269.420603655	66717268.94821201	5.339888437807723e-10	255
2.4646094524602803e-05	58648838.73624022	58650072.48159192	58649685.897791065	58649685.98694587	-0.08915480226278305	58648433.23457564	58649666.979927324	58649685.60090278	58649685.69005758	-0.08915480226278305	73.49875363738288	73.49875363792678	-5.439062533696415e-10	0.8088000291424748	0.8088000291484576	-5.9827698351000436e-12	58650855.40263766	58650855.49179244	6.074299373188629e-10	255
2.6286339797891395e-05	51557701.29839441	51558934.91966453	51558548.459945254	51558548.42501848	0.034926772117614746	51557295.79672987	51558529.41799999	51558548.163057014	51558548.12813025	0.03492676466703415	73.49875363849804	73.49875363765901	8.390372840949567e-10	0.8088000296873901	0.808800029678153	9.237055564881302e-12	51559708.68673432	51559708.65180755	6.909716215044085e-10	255
2.8035746567491704e-05	45323916.21116265	45325149.88924909	45324763.37271349	45324763.39460304	-0.021889545023441315	45323510.70949817	45324744.387584604	45324763.07582531	45324763.09771486	-0.02188955247402191	73.4987536358849	73.49875363560784	2.7705482352757826e-10	0.8088000302646066	0.808800030261537	3.069544618483633e-12	45325914.32144507	45325914.34333459	7.860030602350679e-10	255
2.9901579742177473e-05	39843826.03513798	39845059.75171905	39844673.19668882	39844673.257073	-0.060384176671504974	39843420.533473566	39844654.250054635	39844672.89980071	39844672.960184895	-0.06038418412208557	73.49875363462824	73.49875363577637	-1.1481233741506003e-09	0.8088000309400201	0.8088000309526535	-1.2633449841814581e-11	39845814.86736285	39845814.927746974	8.941044429133419e-10	255
3.1891587724456725e-05	35026305.39694971	35027539.054080084	35027152.55850055	35027152.559434034	-0.0009334832429885864	35025899.89528537	35027133.55241575	35027152.26161251	35027152.26254601	-0.0009334981441497803	73.49875363406642	73.49875363402568	4.0742520468484145e-11	0.808800031717908	0.8088000317174675	4.405364961712621e-13	35028284.95111699	35028284.95205051	1.0170733366963106e-09	255
3.401403458801519e-05	30791246.546915483	30792480.038386006	30792093.708466325	30792093.543739956	0.1647263690829277	30790841.04525123	30792074.536721755	30792093.41157838	30792093.24685201	0.1647263690829277	73.49875363247915	73.49875363284787	-3.687148364406312e-10	0.8088000325923304	0.8088000325963947	-4.064304448547773e-12	30793216.823025174	30793216.65829878	1.1569544987846043e-09	255
