CID_a	CID_b	h0dn_row_a_1based	h0dn_row_b_1based	source_directory_a	source_directory_b	observation_count_a	observation_count_b	observation_pair_opportunity_count	rounding_compatible_edge_count	mutual_unique_rounding_compatible_match_count	negative_control_pair_classification
2005M	2005iq	42	114	CfA3_DJ20	CSPDR3_anthony	26	154	4004	0	0	CROSS_CID_ZERO
2005M	2005na	40	54	KAIT_DS15	CSPDR3_anthony	79	170	13430	0	0	CROSS_CID_ZERO
2005M	2005na	40	55	KAIT_DS15	CfA3_DJ20	79	92	7268	0	0	CROSS_CID_ZERO
2005M	2005na	41	55	CSPDR3_anthony	CfA3_DJ20	381	92	35052	0	0	CROSS_CID_ZERO
2005M	2005na	41	56	CSPDR3_anthony	KAIT_DS15	381	68	25908	0	0	CROSS_CID_ZERO
2005M	2005na	42	54	CfA3_DJ20	CSPDR3_anthony	26	170	4420	0	0	CROSS_CID_ZERO
2005M	2005na	42	56	CfA3_DJ20	KAIT_DS15	26	68	1768	0	0	CROSS_CID_ZERO
2005M	2006en	40	98	KAIT_DS15	CfA3_DJ20	79	58	4582	0	0	CROSS_CID_ZERO
2005M	2006en	41	97	CSPDR3_anthony	KAIT_DS15	381	65	24765	0	0	CROSS_CID_ZERO
2005M	2006en	41	98	CSPDR3_anthony	CfA3_DJ20	381	58	22098	0	0	CROSS_CID_ZERO
2005M	2006en	42	97	CfA3_DJ20	KAIT_DS15	26	65	1690	0	0	CROSS_CID_ZERO
2005M	2006gr	40	121	KAIT_DS15	CfA3_DJ20	79	129	10191	0	0	CROSS_CID_ZERO
2005M	2006gr	41	120	CSPDR3_anthony	KAIT_DS15	381	72	27432	0	0	CROSS_CID_ZERO
2005M	2006gr	41	121	CSPDR3_anthony	CfA3_DJ20	381	129	49149	0	0	CROSS_CID_ZERO
2005M	2006gr	42	120	CfA3_DJ20	KAIT_DS15	26	72	1872	0	0	CROSS_CID_ZERO
2005M	2007O	40	148	KAIT_DS15	CfA3_DJ20	79	55	4345	0	0	CROSS_CID_ZERO
2005M	2007O	41	147	CSPDR3_anthony	KAIT_DS15	381	34	12954	0	0	CROSS_CID_ZERO
2005M	2007O	41	148	CSPDR3_anthony	CfA3_DJ20	381	55	20955	0	0	CROSS_CID_ZERO
2005M	2007O	42	147	CfA3_DJ20	KAIT_DS15	26	34	884	0	0	CROSS_CID_ZERO
2005M	2007bd	40	91	KAIT_DS15	CSPDR3_anthony	79	110	8690	0	0	CROSS_CID_ZERO
2005M	2007bd	40	92	KAIT_DS15	CfA3_DJ20	79	46	3634	0	0	CROSS_CID_ZERO
2005M	2007bd	41	90	CSPDR3_anthony	LOSS	381	20	7620	0	0	CROSS_CID_ZERO
2005M	2007bd	41	92	CSPDR3_anthony	CfA3_DJ20	381	46	17526	0	0	CROSS_CID_ZERO
2005M	2007bd	42	90	CfA3_DJ20	LOSS	26	20	520	0	0	CROSS_CID_ZERO
2005M	2007bd	42	91	CfA3_DJ20	CSPDR3_anthony	26	110	2860	0	0	CROSS_CID_ZERO
2005M	2007co	40	51	KAIT_DS15	SWIFT	79	44	3476	0	0	CROSS_CID_ZERO
2005M	2007co	40	52	KAIT_DS15	CfA3_DJ20	79	122	9638	0	0	CROSS_CID_ZERO
2005M	2007co	41	50	CSPDR3_anthony	KAIT_DS15	381	94	35814	0	0	CROSS_CID_ZERO
2005M	2007co	41	51	CSPDR3_anthony	SWIFT	381	44	16764	0	0	CROSS_CID_ZERO
2005M	2007co	41	52	CSPDR3_anthony	CfA3_DJ20	381	122	46482	1	1	CROSS_CID_POSITIVE
2005M	2007co	42	50	CfA3_DJ20	KAIT_DS15	26	94	2444	0	0	CROSS_CID_ZERO
2005M	2007co	42	51	CfA3_DJ20	SWIFT	26	44	1144	0	0	CROSS_CID_ZERO
2005M	2007jg	40	145	KAIT_DS15	CSPDR3_anthony	79	113	8927	0	0	CROSS_CID_ZERO
2005M	2007jg	41	144	CSPDR3_anthony	LOSS	381	69	26289	0	0	CROSS_CID_ZERO
2005M	2007jg	42	144	CfA3_DJ20	LOSS	26	69	1794	0	0	CROSS_CID_ZERO
2005M	2007jg	42	145	CfA3_DJ20	CSPDR3_anthony	26	113	2938	0	0	CROSS_CID_ZERO
2005M	2007kk	40	164	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	79	123	9717	0	0	CROSS_CID_ZERO
2005M	2007kk	41	163	CSPDR3_anthony	LOSS	381	85	32385	0	0	CROSS_CID_ZERO
2005M	2007kk	41	164	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	381	123	46863	0	0	CROSS_CID_ZERO
2005M	2007kk	42	163	CfA3_DJ20	LOSS	26	85	2210	0	0	CROSS_CID_ZERO
2005M	2008Y	40	214	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	79	66	5214	0	0	CROSS_CID_ZERO
2005M	2008Y	41	213	CSPDR3_anthony	LOSS	381	22	8382	0	0	CROSS_CID_ZERO
2005M	2008Y	41	214	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	381	66	25146	0	0	CROSS_CID_ZERO
2005M	2008Y	42	213	CfA3_DJ20	LOSS	26	22	572	0	0	CROSS_CID_ZERO
2005M	2008ar	40	67	KAIT_DS15	CSPDR3_anthony	79	132	10428	0	0	CROSS_CID_ZERO
2005M	2008ar	40	68	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	79	104	8216	0	0	CROSS_CID_ZERO
2005M	2008ar	41	66	CSPDR3_anthony	KAIT_DS15	381	72	27432	0	0	CROSS_CID_ZERO
2005M	2008ar	41	68	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	381	104	39624	0	0	CROSS_CID_ZERO
2005M	2008ar	42	66	CfA3_DJ20	KAIT_DS15	26	72	1872	0	0	CROSS_CID_ZERO
2005M	2008ar	42	67	CfA3_DJ20	CSPDR3_anthony	26	132	3432	0	0	CROSS_CID_ZERO
2005M	2008bz	40	204	KAIT_DS15	CSPDR3_anthony	79	70	5530	0	0	CROSS_CID_ZERO
2005M	2008bz	40	205	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	79	43	3397	0	0	CROSS_CID_ZERO
2005M	2008bz	41	205	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	381	43	16383	0	0	CROSS_CID_ZERO
2005M	2008bz	42	204	CfA3_DJ20	CSPDR3_anthony	26	70	1820	0	0	CROSS_CID_ZERO
2005M	2008cf	40	177	KAIT_DS15	CSPDR3_anthony	79	96	7584	0	0	CROSS_CID_ZERO
2005M	2008cf	40	178	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	79	31	2449	0	0	CROSS_CID_ZERO
2005M	2008cf	41	178	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	381	31	11811	0	0	CROSS_CID_ZERO
2005M	2008cf	42	177	CfA3_DJ20	CSPDR3_anthony	26	96	2496	0	0	CROSS_CID_ZERO
2005M	2008gg	40	88	KAIT_DS15	CSPDR3_anthony	79	198	15642	0	0	CROSS_CID_ZERO
2005M	2008gg	41	87	CSPDR3_anthony	LOSS	381	55	20955	0	0	CROSS_CID_ZERO
2005M	2008gg	42	87	CfA3_DJ20	LOSS	26	55	1430	0	0	CROSS_CID_ZERO
2005M	2008gg	42	88	CfA3_DJ20	CSPDR3_anthony	26	198	5148	0	0	CROSS_CID_ZERO
2005M	2008hj	40	135	KAIT_DS15	CSPDR3_anthony	79	127	10033	0	0	CROSS_CID_ZERO
2005M	2008hj	40	136	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	79	16	1264	0	0	CROSS_CID_ZERO
2005M	2008hj	41	136	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	381	16	6096	0	0	CROSS_CID_ZERO
2005M	2008hj	42	135	CfA3_DJ20	CSPDR3_anthony	26	127	3302	0	0	CROSS_CID_ZERO
2005M	2009ad	40	64	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	79	74	5846	0	0	CROSS_CID_ZERO
2005M	2009ad	40	65	KAIT_DS15	CSPDR3_anthony	79	128	10112	0	0	CROSS_CID_ZERO
2005M	2009ad	41	64	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	381	74	28194	0	0	CROSS_CID_ZERO
2005M	2009ad	42	65	CfA3_DJ20	CSPDR3_anthony	26	128	3328	0	0	CROSS_CID_ZERO
2005eq	2001eh	61	140	KAIT_DS15	CfA3_DJ20	87	93	8091	0	0	CROSS_CID_ZERO
2005eq	2001eh	62	139	CSPDR3_anthony	KAIT_DS15	211	116	24476	0	0	CROSS_CID_ZERO
2005eq	2001eh	62	140	CSPDR3_anthony	CfA3_DJ20	211	93	19623	0	0	CROSS_CID_ZERO
2005eq	2001eh	63	139	CfA3_DJ20	KAIT_DS15	141	116	16356	1	1	CROSS_CID_POSITIVE
2005eq	2003fa	61	156	KAIT_DS15	CfA3_DJ20	87	92	8004	0	0	CROSS_CID_ZERO
2005eq	2003fa	62	155	CSPDR3_anthony	KAIT_DS15	211	150	31650	0	0	CROSS_CID_ZERO
2005eq	2003fa	62	156	CSPDR3_anthony	CfA3_DJ20	211	92	19412	0	0	CROSS_CID_ZERO
2005eq	2003fa	63	155	CfA3_DJ20	KAIT_DS15	141	150	21150	0	0	CROSS_CID_ZERO
2005eq	2004as	61	110	KAIT_DS15	CfA3_DJ20	87	51	4437	0	0	CROSS_CID_ZERO
2005eq	2004as	62	109	CSPDR3_anthony	KAIT_DS15	211	91	19201	0	0	CROSS_CID_ZERO
2005eq	2004as	62	110	CSPDR3_anthony	CfA3_DJ20	211	51	10761	0	0	CROSS_CID_ZERO
2005eq	2004as	63	109	CfA3_DJ20	KAIT_DS15	141	91	12831	0	0	CROSS_CID_ZERO
2005eq	2004ef	61	82	KAIT_DS15	CSPDR3_anthony	87	278	24186	0	0	CROSS_CID_ZERO
2005eq	2004ef	61	83	KAIT_DS15	CfA3_DJ20	87	32	2784	0	0	CROSS_CID_ZERO
2005eq	2004ef	62	81	CSPDR3_anthony	KAIT_DS15	211	97	20467	0	0	CROSS_CID_ZERO
2005eq	2004ef	62	83	CSPDR3_anthony	CfA3_DJ20	211	32	6752	0	0	CROSS_CID_ZERO
2005eq	2004ef	63	81	CfA3_DJ20	KAIT_DS15	141	97	13677	0	0	CROSS_CID_ZERO
2005eq	2004ef	63	82	CfA3_DJ20	CSPDR3_anthony	141	278	39198	0	0	CROSS_CID_ZERO
2005eq	2005hc	61	172	KAIT_DS15	CfA3_DJ20	87	111	9657	0	0	CROSS_CID_ZERO
2005eq	2005hc	61	173	KAIT_DS15	CSPDR3_anthony	87	163	14181	0	0	CROSS_CID_ZERO
2005eq	2005hc	62	172	CSPDR3_anthony	CfA3_DJ20	211	111	23421	0	0	CROSS_CID_ZERO
2005eq	2005hc	63	173	CfA3_DJ20	CSPDR3_anthony	141	163	22983	0	0	CROSS_CID_ZERO
2005eq	2005iq	61	113	KAIT_DS15	CfA3_DJ20	87	67	5829	0	0	CROSS_CID_ZERO
2005eq	2005iq	61	114	KAIT_DS15	CSPDR3_anthony	87	154	13398	0	0	CROSS_CID_ZERO
2005eq	2005iq	62	113	CSPDR3_anthony	CfA3_DJ20	211	67	14137	0	0	CROSS_CID_ZERO
2005eq	2005iq	63	114	CfA3_DJ20	CSPDR3_anthony	141	154	21714	0	0	CROSS_CID_ZERO
2005eq	2006en	61	98	KAIT_DS15	CfA3_DJ20	87	58	5046	0	0	CROSS_CID_ZERO
2005eq	2006en	62	97	CSPDR3_anthony	KAIT_DS15	211	65	13715	0	0	CROSS_CID_ZERO
2005eq	2006en	62	98	CSPDR3_anthony	CfA3_DJ20	211	58	12238	0	0	CROSS_CID_ZERO
2005eq	2006en	63	97	CfA3_DJ20	KAIT_DS15	141	65	9165	0	0	CROSS_CID_ZERO
2005eq	2006gr	61	121	KAIT_DS15	CfA3_DJ20	87	129	11223	0	0	CROSS_CID_ZERO
2005eq	2006gr	62	120	CSPDR3_anthony	KAIT_DS15	211	72	15192	0	0	CROSS_CID_ZERO
2005eq	2006gr	62	121	CSPDR3_anthony	CfA3_DJ20	211	129	27219	0	0	CROSS_CID_ZERO
2005eq	2006gr	63	120	CfA3_DJ20	KAIT_DS15	141	72	10152	0	0	CROSS_CID_ZERO
2005eq	2007O	61	148	KAIT_DS15	CfA3_DJ20	87	55	4785	0	0	CROSS_CID_ZERO
2005eq	2007O	62	147	CSPDR3_anthony	KAIT_DS15	211	34	7174	0	0	CROSS_CID_ZERO
2005eq	2007O	62	148	CSPDR3_anthony	CfA3_DJ20	211	55	11605	0	0	CROSS_CID_ZERO
2005eq	2007O	63	147	CfA3_DJ20	KAIT_DS15	141	34	4794	0	0	CROSS_CID_ZERO
2005eq	2007bd	61	91	KAIT_DS15	CSPDR3_anthony	87	110	9570	0	0	CROSS_CID_ZERO
2005eq	2007bd	61	92	KAIT_DS15	CfA3_DJ20	87	46	4002	0	0	CROSS_CID_ZERO
2005eq	2007bd	62	90	CSPDR3_anthony	LOSS	211	20	4220	0	0	CROSS_CID_ZERO
2005eq	2007bd	62	92	CSPDR3_anthony	CfA3_DJ20	211	46	9706	0	0	CROSS_CID_ZERO
2005eq	2007bd	63	90	CfA3_DJ20	LOSS	141	20	2820	0	0	CROSS_CID_ZERO
2005eq	2007bd	63	91	CfA3_DJ20	CSPDR3_anthony	141	110	15510	0	0	CROSS_CID_ZERO
2005eq	2007jg	61	145	KAIT_DS15	CSPDR3_anthony	87	113	9831	0	0	CROSS_CID_ZERO
2005eq	2007jg	62	144	CSPDR3_anthony	LOSS	211	69	14559	0	0	CROSS_CID_ZERO
2005eq	2007jg	63	144	CfA3_DJ20	LOSS	141	69	9729	0	0	CROSS_CID_ZERO
2005eq	2007jg	63	145	CfA3_DJ20	CSPDR3_anthony	141	113	15933	0	0	CROSS_CID_ZERO
2005eq	2007kk	61	164	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	87	123	10701	0	0	CROSS_CID_ZERO
2005eq	2007kk	62	163	CSPDR3_anthony	LOSS	211	85	17935	0	0	CROSS_CID_ZERO
2005eq	2007kk	62	164	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	211	123	25953	0	0	CROSS_CID_ZERO
2005eq	2007kk	63	163	CfA3_DJ20	LOSS	141	85	11985	0	0	CROSS_CID_ZERO
2005eq	2008Y	61	214	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	87	66	5742	0	0	CROSS_CID_ZERO
2005eq	2008Y	62	213	CSPDR3_anthony	LOSS	211	22	4642	0	0	CROSS_CID_ZERO
2005eq	2008Y	62	214	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	211	66	13926	0	0	CROSS_CID_ZERO
2005eq	2008Y	63	213	CfA3_DJ20	LOSS	141	22	3102	0	0	CROSS_CID_ZERO
2005eq	2008ar	61	67	KAIT_DS15	CSPDR3_anthony	87	132	11484	0	0	CROSS_CID_ZERO
2005eq	2008ar	61	68	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	87	104	9048	0	0	CROSS_CID_ZERO
2005eq	2008ar	62	66	CSPDR3_anthony	KAIT_DS15	211	72	15192	0	0	CROSS_CID_ZERO
2005eq	2008ar	62	68	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	211	104	21944	0	0	CROSS_CID_ZERO
2005eq	2008ar	63	66	CfA3_DJ20	KAIT_DS15	141	72	10152	0	0	CROSS_CID_ZERO
2005eq	2008ar	63	67	CfA3_DJ20	CSPDR3_anthony	141	132	18612	0	0	CROSS_CID_ZERO
2005eq	2008bz	61	204	KAIT_DS15	CSPDR3_anthony	87	70	6090	0	0	CROSS_CID_ZERO
2005eq	2008bz	61	205	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	87	43	3741	0	0	CROSS_CID_ZERO
2005eq	2008bz	62	205	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	211	43	9073	0	0	CROSS_CID_ZERO
2005eq	2008bz	63	204	CfA3_DJ20	CSPDR3_anthony	141	70	9870	0	0	CROSS_CID_ZERO
2005eq	2008cf	61	177	KAIT_DS15	CSPDR3_anthony	87	96	8352	0	0	CROSS_CID_ZERO
2005eq	2008cf	61	178	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	87	31	2697	0	0	CROSS_CID_ZERO
2005eq	2008cf	62	178	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	211	31	6541	0	0	CROSS_CID_ZERO
2005eq	2008cf	63	177	CfA3_DJ20	CSPDR3_anthony	141	96	13536	0	0	CROSS_CID_ZERO
2005eq	2008gg	61	88	KAIT_DS15	CSPDR3_anthony	87	198	17226	0	0	CROSS_CID_ZERO
2005eq	2008gg	62	87	CSPDR3_anthony	LOSS	211	55	11605	0	0	CROSS_CID_ZERO
2005eq	2008gg	63	87	CfA3_DJ20	LOSS	141	55	7755	0	0	CROSS_CID_ZERO
2005eq	2008gg	63	88	CfA3_DJ20	CSPDR3_anthony	141	198	27918	0	0	CROSS_CID_ZERO
2005eq	2008hj	61	135	KAIT_DS15	CSPDR3_anthony	87	127	11049	0	0	CROSS_CID_ZERO
2005eq	2008hj	61	136	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	87	16	1392	0	0	CROSS_CID_ZERO
2005eq	2008hj	62	136	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	211	16	3376	0	0	CROSS_CID_ZERO
2005eq	2008hj	63	135	CfA3_DJ20	CSPDR3_anthony	141	127	17907	0	0	CROSS_CID_ZERO
2005eq	2009ad	61	64	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	87	74	6438	0	0	CROSS_CID_ZERO
2005eq	2009ad	61	65	KAIT_DS15	CSPDR3_anthony	87	128	11136	0	0	CROSS_CID_ZERO
2005eq	2009ad	62	64	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	211	74	15614	0	0	CROSS_CID_ZERO
2005eq	2009ad	63	65	CfA3_DJ20	CSPDR3_anthony	141	128	18048	0	0	CROSS_CID_ZERO
2005hc	2008Y	172	213	CfA3_DJ20	LOSS	111	22	2442	0	0	CROSS_CID_ZERO
2005hc	2008Y	173	213	CSPDR3_anthony	LOSS	163	22	3586	0	0	CROSS_CID_ZERO
2005hc	2008Y	173	214	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	163	66	10758	0	0	CROSS_CID_ZERO
2005hc	2008bz	172	204	CfA3_DJ20	CSPDR3_anthony	111	70	7770	0	0	CROSS_CID_ZERO
2005hc	2008bz	173	205	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	163	43	7009	0	0	CROSS_CID_ZERO
2005hc	2008cf	172	177	CfA3_DJ20	CSPDR3_anthony	111	96	10656	0	0	CROSS_CID_ZERO
2005hc	2008cf	173	178	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	163	31	5053	0	0	CROSS_CID_ZERO
2005iq	2001eh	113	139	CfA3_DJ20	KAIT_DS15	67	116	7772	0	0	CROSS_CID_ZERO
2005iq	2001eh	114	139	CSPDR3_anthony	KAIT_DS15	154	116	17864	0	0	CROSS_CID_ZERO
2005iq	2001eh	114	140	CSPDR3_anthony	CfA3_DJ20	154	93	14322	0	0	CROSS_CID_ZERO
2005iq	2003fa	113	155	CfA3_DJ20	KAIT_DS15	67	150	10050	0	0	CROSS_CID_ZERO
2005iq	2003fa	114	155	CSPDR3_anthony	KAIT_DS15	154	150	23100	0	0	CROSS_CID_ZERO
2005iq	2003fa	114	156	CSPDR3_anthony	CfA3_DJ20	154	92	14168	0	0	CROSS_CID_ZERO
2005iq	2005hc	113	173	CfA3_DJ20	CSPDR3_anthony	67	163	10921	0	0	CROSS_CID_ZERO
2005iq	2005hc	114	172	CSPDR3_anthony	CfA3_DJ20	154	111	17094	0	0	CROSS_CID_ZERO
2005iq	2006gr	113	120	CfA3_DJ20	KAIT_DS15	67	72	4824	0	0	CROSS_CID_ZERO
2005iq	2006gr	114	120	CSPDR3_anthony	KAIT_DS15	154	72	11088	0	0	CROSS_CID_ZERO
2005iq	2006gr	114	121	CSPDR3_anthony	CfA3_DJ20	154	129	19866	0	0	CROSS_CID_ZERO
2005iq	2007O	113	147	CfA3_DJ20	KAIT_DS15	67	34	2278	0	0	CROSS_CID_ZERO
2005iq	2007O	114	147	CSPDR3_anthony	KAIT_DS15	154	34	5236	0	0	CROSS_CID_ZERO
2005iq	2007O	114	148	CSPDR3_anthony	CfA3_DJ20	154	55	8470	0	0	CROSS_CID_ZERO
2005iq	2007jg	113	144	CfA3_DJ20	LOSS	67	69	4623	0	0	CROSS_CID_ZERO
2005iq	2007jg	113	145	CfA3_DJ20	CSPDR3_anthony	67	113	7571	0	0	CROSS_CID_ZERO
2005iq	2007jg	114	144	CSPDR3_anthony	LOSS	154	69	10626	0	0	CROSS_CID_ZERO
2005iq	2007kk	113	163	CfA3_DJ20	LOSS	67	85	5695	0	0	CROSS_CID_ZERO
2005iq	2007kk	114	163	CSPDR3_anthony	LOSS	154	85	13090	0	0	CROSS_CID_ZERO
2005iq	2007kk	114	164	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	154	123	18942	0	0	CROSS_CID_ZERO
2005iq	2008Y	113	213	CfA3_DJ20	LOSS	67	22	1474	0	0	CROSS_CID_ZERO
2005iq	2008Y	114	213	CSPDR3_anthony	LOSS	154	22	3388	0	0	CROSS_CID_ZERO
2005iq	2008Y	114	214	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	154	66	10164	0	0	CROSS_CID_ZERO
2005iq	2008bz	113	204	CfA3_DJ20	CSPDR3_anthony	67	70	4690	0	0	CROSS_CID_ZERO
2005iq	2008bz	114	205	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	154	43	6622	0	0	CROSS_CID_ZERO
2005iq	2008cf	113	177	CfA3_DJ20	CSPDR3_anthony	67	96	6432	0	0	CROSS_CID_ZERO
2005iq	2008cf	114	178	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	154	31	4774	0	0	CROSS_CID_ZERO
2005iq	2008hj	113	135	CfA3_DJ20	CSPDR3_anthony	67	127	8509	0	0	CROSS_CID_ZERO
2005iq	2008hj	114	136	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	154	16	2464	0	0	CROSS_CID_ZERO
2005na	2001eh	54	139	CSPDR3_anthony	KAIT_DS15	170	116	19720	0	0	CROSS_CID_ZERO
2005na	2001eh	54	140	CSPDR3_anthony	CfA3_DJ20	170	93	15810	0	0	CROSS_CID_ZERO
2005na	2001eh	55	139	CfA3_DJ20	KAIT_DS15	92	116	10672	0	0	CROSS_CID_ZERO
2005na	2001eh	56	140	KAIT_DS15	CfA3_DJ20	68	93	6324	1	1	CROSS_CID_POSITIVE
2005na	2003fa	54	155	CSPDR3_anthony	KAIT_DS15	170	150	25500	0	0	CROSS_CID_ZERO
2005na	2003fa	54	156	CSPDR3_anthony	CfA3_DJ20	170	92	15640	0	0	CROSS_CID_ZERO
2005na	2003fa	55	155	CfA3_DJ20	KAIT_DS15	92	150	13800	0	0	CROSS_CID_ZERO
2005na	2003fa	56	156	KAIT_DS15	CfA3_DJ20	68	92	6256	0	0	CROSS_CID_ZERO
2005na	2004as	54	109	CSPDR3_anthony	KAIT_DS15	170	91	15470	0	0	CROSS_CID_ZERO
2005na	2004as	54	110	CSPDR3_anthony	CfA3_DJ20	170	51	8670	0	0	CROSS_CID_ZERO
2005na	2004as	55	109	CfA3_DJ20	KAIT_DS15	92	91	8372	0	0	CROSS_CID_ZERO
2005na	2004as	56	110	KAIT_DS15	CfA3_DJ20	68	51	3468	0	0	CROSS_CID_ZERO
2005na	2004ef	54	81	CSPDR3_anthony	KAIT_DS15	170	97	16490	0	0	CROSS_CID_ZERO
2005na	2004ef	54	83	CSPDR3_anthony	CfA3_DJ20	170	32	5440	0	0	CROSS_CID_ZERO
2005na	2004ef	55	81	CfA3_DJ20	KAIT_DS15	92	97	8924	0	0	CROSS_CID_ZERO
2005na	2004ef	55	82	CfA3_DJ20	CSPDR3_anthony	92	278	25576	0	0	CROSS_CID_ZERO
2005na	2004ef	56	82	KAIT_DS15	CSPDR3_anthony	68	278	18904	0	0	CROSS_CID_ZERO
2005na	2004ef	56	83	KAIT_DS15	CfA3_DJ20	68	32	2176	0	0	CROSS_CID_ZERO
2005na	2005eq	54	61	CSPDR3_anthony	KAIT_DS15	170	87	14790	0	0	CROSS_CID_ZERO
2005na	2005eq	54	63	CSPDR3_anthony	CfA3_DJ20	170	141	23970	0	0	CROSS_CID_ZERO
2005na	2005eq	55	61	CfA3_DJ20	KAIT_DS15	92	87	8004	0	0	CROSS_CID_ZERO
2005na	2005eq	55	62	CfA3_DJ20	CSPDR3_anthony	92	211	19412	0	0	CROSS_CID_ZERO
2005na	2005eq	56	62	KAIT_DS15	CSPDR3_anthony	68	211	14348	0	0	CROSS_CID_ZERO
2005na	2005eq	56	63	KAIT_DS15	CfA3_DJ20	68	141	9588	0	0	CROSS_CID_ZERO
2005na	2005hc	54	172	CSPDR3_anthony	CfA3_DJ20	170	111	18870	0	0	CROSS_CID_ZERO
2005na	2005hc	55	173	CfA3_DJ20	CSPDR3_anthony	92	163	14996	0	0	CROSS_CID_ZERO
2005na	2005hc	56	172	KAIT_DS15	CfA3_DJ20	68	111	7548	0	0	CROSS_CID_ZERO
2005na	2005hc	56	173	KAIT_DS15	CSPDR3_anthony	68	163	11084	0	0	CROSS_CID_ZERO
2005na	2005iq	54	113	CSPDR3_anthony	CfA3_DJ20	170	67	11390	0	0	CROSS_CID_ZERO
2005na	2005iq	55	114	CfA3_DJ20	CSPDR3_anthony	92	154	14168	0	0	CROSS_CID_ZERO
2005na	2005iq	56	113	KAIT_DS15	CfA3_DJ20	68	67	4556	0	0	CROSS_CID_ZERO
2005na	2005iq	56	114	KAIT_DS15	CSPDR3_anthony	68	154	10472	0	0	CROSS_CID_ZERO
2005na	2006en	54	97	CSPDR3_anthony	KAIT_DS15	170	65	11050	0	0	CROSS_CID_ZERO
2005na	2006en	54	98	CSPDR3_anthony	CfA3_DJ20	170	58	9860	0	0	CROSS_CID_ZERO
2005na	2006en	55	97	CfA3_DJ20	KAIT_DS15	92	65	5980	0	0	CROSS_CID_ZERO
2005na	2006en	56	98	KAIT_DS15	CfA3_DJ20	68	58	3944	0	0	CROSS_CID_ZERO
2005na	2006gr	54	120	CSPDR3_anthony	KAIT_DS15	170	72	12240	0	0	CROSS_CID_ZERO
2005na	2006gr	54	121	CSPDR3_anthony	CfA3_DJ20	170	129	21930	1	1	CROSS_CID_POSITIVE
2005na	2006gr	55	120	CfA3_DJ20	KAIT_DS15	92	72	6624	0	0	CROSS_CID_ZERO
2005na	2006gr	56	121	KAIT_DS15	CfA3_DJ20	68	129	8772	0	0	CROSS_CID_ZERO
2005na	2007O	54	147	CSPDR3_anthony	KAIT_DS15	170	34	5780	0	0	CROSS_CID_ZERO
2005na	2007O	54	148	CSPDR3_anthony	CfA3_DJ20	170	55	9350	0	0	CROSS_CID_ZERO
2005na	2007O	55	147	CfA3_DJ20	KAIT_DS15	92	34	3128	0	0	CROSS_CID_ZERO
2005na	2007O	56	148	KAIT_DS15	CfA3_DJ20	68	55	3740	0	0	CROSS_CID_ZERO
2005na	2007bd	54	90	CSPDR3_anthony	LOSS	170	20	3400	0	0	CROSS_CID_ZERO
2005na	2007bd	54	92	CSPDR3_anthony	CfA3_DJ20	170	46	7820	0	0	CROSS_CID_ZERO
