h0dn_row_1based	CID	IDSURVEY	source_directory	raw_SURVEY	used_filter_token	observation_count_for_token	kcor_input_path	kcor_output_path	kcor_output_git_blob_sha1	definition_count	kcor_declared_SURVEY	kcor_filter_name	kcor_MAGSYSTEM	kcor_FILTSYSTEM	kcor_FILTPATH	transmission_basename	public_transmission_path	public_transmission_git_blob_sha1	public_transmission_sha256	mapping_classification	evidence_level	executed_run_lineage
81	2004ef	57	KAIT_DS15	KAITM	B	22	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT3-B	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	V_kait3.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/V_kait3.txt	1e38a90fcb180bf91567db2b37184a8410b9e018	c0af1f018e3d4d3d60b48c9683827568544e84decdd158e5e2fcd17a5a014171	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
81	2004ef	57	KAIT_DS15	KAITM	C	22	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT3-C	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	R_kait3_cut.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/R_kait3_cut.txt	dd88c35bb126f55ce3fe4dad4a6114cf9564d786	da441a4e9f0bc12c5311f8b5155fbc2ffa491b41e250cf4db780007adb46a285	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
81	2004ef	57	KAIT_DS15	KAITM	D	23	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT3-D	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	I_kait3.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/I_kait3.txt	4349a1e9112afc412f0e2f0ae908a1a3c63d0e04	d34a4f4b2f926b95ebb866ccc126691d40880319e74446fa81864714b5c02cc0	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
81	2004ef	57	KAIT_DS15	KAITM	I	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	nickel1-I	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	B_nickel1.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/B_nickel1.txt	2c67d9e41e826ea4bfd9b66f2f05d2b855f656f2	f365c798b5c719ed4dee3d4e3a44bd9dfc8d12a8ff1c0fa33e95c08cad94f5c7	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
81	2004ef	57	KAIT_DS15	KAITM	J	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	nickel1-J	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	V_nickel1.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/V_nickel1.txt	fdb56d8b7ec3b17e41a3ec054ce6c0d687fa7440	926c164bfd229ce88887788c129647be77f475bff340a77b673b5550f611f5e9	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
81	2004ef	57	KAIT_DS15	KAITM	K	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	nickel1-K	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	R_nickel1.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/R_nickel1.txt	af7b347fb460f0943c0c8ce159e5271061a22c5d	2a1e23e610f27ef9f4abc4301d1cfc9ad793a4e7ecc967667ea80603b0742dc1	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
81	2004ef	57	KAIT_DS15	KAITM	L	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	nickel1-L	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	I_nickel1.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/I_nickel1.txt	d0b1006f2472fbb5b1048cdc29feec28062e2667	126bb7cbd41ec506d477630b20cad6ec26ff59f6e583c2f54cb32f13133d8469	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
82	2004ef	5	CSPDR3_anthony	CSP	B	42	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-B	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	B_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/B_tel_ccd_atm_ext_1.2.dat	ed16304ca664fa79abd264a9a8df8794eedb9bb5	df6b951c5ed536c3afb7978185e2b84d68122c4a404efe1df842f3da0e1bef7c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
82	2004ef	5	CSPDR3_anthony	CSP	H	5	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-H	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	H_SWO_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/H_SWO_TAM_scan_atm.dat	80f88d19c64aa6896007664497b5696f34a37542	03c70045453ef3990d19ecf4e77298698ad26259fe556bd6a7b96f01bfb32d20	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
82	2004ef	5	CSPDR3_anthony	CSP	J	6	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-J	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	Jrc1_SWO_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/Jrc1_SWO_TAM_scan_atm.dat	d324d6b806211446ce1dbe3483067dfff78a2dfb	3939c6b4c446c675afb69c561f5875350bc51895e632cd7a206d29f02b5c53ab	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
82	2004ef	5	CSPDR3_anthony	CSP	g	47	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-g	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	g_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/g_tel_ccd_atm_ext_1.2.dat	d7f525225664050f595970d51755d597899f9d38	e2fb29cced302fb7e19b96f780ea9752835967a9208e5441e3936318e31645d5	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
82	2004ef	5	CSPDR3_anthony	CSP	i	47	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-i	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	i_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/i_tel_ccd_atm_ext_1.2.dat	510329b2cae3a935c3dee7e5c34ef62a5d82f1ea	abdd2b0657023e0b1fc3828dbdda1ed4d0ab6ecaaa6428686d415f875876b01c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
82	2004ef	5	CSPDR3_anthony	CSP	m	44	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-m	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	V_LC3014_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/V_LC3014_tel_ccd_atm_ext_1.2.dat	42c7a88eb4c31528bf4ab37d0179893cf8323699	3ed876b1257d9b7f237780fb01fb543c8f5ea17eb33a1a960279d31fca4e2ecb	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
82	2004ef	5	CSPDR3_anthony	CSP	r	47	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-r	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	r_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/r_tel_ccd_atm_ext_1.2.dat	6ca739a4a935e052ce6ae4a96663feeac8250a26	cead2f587b2ff14c0fcd31175ec6b73a477d2ff9767821a02d649167139ae1fd	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
82	2004ef	5	CSPDR3_anthony	CSP	u	34	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-u	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	u_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/u_tel_ccd_atm_ext_1.2.dat	9f04c0c265228b8285f1af1686dd77096f2059f0	715cfb4eea7a74abbf7d6365f29a551a0ca9a16dd21d8f32af904d4b580f8790	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
82	2004ef	5	CSPDR3_anthony	CSP	y	6	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-y	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	Y_DUP_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/Y_DUP_TAM_scan_atm.dat	7261bed97f866ab6093ba12d1069faf05c5d6d6e	478e4ebb2ef4eb838b2d872ddc72c16d66aab72a6ffb040a68775fab50ff3af6	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
83	2004ef	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	f	1	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-U/f	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_U_p1.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_U_p1.dat	80b7b875704d4b114c8446f8d9d7f57329c6cd03	00bbc2356c755f8315eb3dff3143576ed56ad2f18ea8870b4ea27e4a6984ee7b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
83	2004ef	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	g	8	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-B/g	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_B_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_B_p1+modtran.dat	d44226cb58b4489d6399e97ce7a3935de74fa63c	cca7349553217ed6420d7c28cc644fa45d381992215ec8625505746ee9fa446c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
83	2004ef	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	h	9	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-V/h	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_V_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_V_p1+modtran.dat	9f4cc89d6fc142d476d9882a445f476715d9616f	351378bba990897cbccaeb80620764b6c8128a39253afc06a944139815b06a4b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
83	2004ef	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	i	7	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-r/i	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_r_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_r_p1+modtran.dat	fd1ce7f294d15e085dfa3df747c1c2cdf4088629	741377de882b5c205f994c1b9416c9ea5fa4432bc2d7d88dd50cf5dbbe866c99	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
83	2004ef	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	j	7	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-i/j	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_i_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_i_p1+modtran.dat	d92f2ebce3a1091a4f135a5974d5339b76db2b3f	796074a658a6f17d58fd4108d84c6fc65caade1c05e578b0530fe4acbdd14f9c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
87	2008gg	51	LOSS	KAIT	E	10	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT4-E	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	B_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/B_kait4.txt	11dc6ff83540087cfc38161bb88566880bc412f7	549e056bc705797206c903422a34de5f089848074dc285326fc9bb39a7ba148e	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
87	2008gg	51	LOSS	KAIT	F	15	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT4-F	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	V_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/V_kait4.txt	5fc9f5caf51d26764a56ab880ee09795e271b1d9	e3a6c81d258ebd8682bd836890986a48e483f802098c107d0a3ed7acbd846419	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
87	2008gg	51	LOSS	KAIT	G	13	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT4-G	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	R_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/R_kait4.txt	fe26ce9b9c766eae0857dddd52f74c290d36e044	8d0c25563513921c557d8cc0519b9f6eb6dab1168767b4756ed58c128acbae9b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
87	2008gg	51	LOSS	KAIT	H	9	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT4-H	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	I_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/I_kait4.txt	15abcf7e5a25eff12a399998f43590a46a357138	29daef418c998fa264e2b6f4bd03dab5365f480f50a141b30849b4a6973a4be8	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
87	2008gg	51	LOSS	KAIT	I	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	nickel1-I	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	B_nickel1.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/B_nickel1.txt	2c67d9e41e826ea4bfd9b66f2f05d2b855f656f2	f365c798b5c719ed4dee3d4e3a44bd9dfc8d12a8ff1c0fa33e95c08cad94f5c7	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
87	2008gg	51	LOSS	KAIT	J	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	nickel1-J	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	V_nickel1.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/V_nickel1.txt	fdb56d8b7ec3b17e41a3ec054ce6c0d687fa7440	926c164bfd229ce88887788c129647be77f475bff340a77b673b5550f611f5e9	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
87	2008gg	51	LOSS	KAIT	K	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	nickel1-K	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	R_nickel1.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/R_nickel1.txt	af7b347fb460f0943c0c8ce159e5271061a22c5d	2a1e23e610f27ef9f4abc4301d1cfc9ad793a4e7ecc967667ea80603b0742dc1	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
87	2008gg	51	LOSS	KAIT	L	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	nickel1-L	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	I_nickel1.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/I_nickel1.txt	d0b1006f2472fbb5b1048cdc29feec28062e2667	126bb7cbd41ec506d477630b20cad6ec26ff59f6e583c2f54cb32f13133d8469	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
88	2008gg	5	CSPDR3_anthony	CSP	B	26	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-B	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	B_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/B_tel_ccd_atm_ext_1.2.dat	ed16304ca664fa79abd264a9a8df8794eedb9bb5	df6b951c5ed536c3afb7978185e2b84d68122c4a404efe1df842f3da0e1bef7c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
88	2008gg	5	CSPDR3_anthony	CSP	H	14	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-H	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	H_SWO_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/H_SWO_TAM_scan_atm.dat	80f88d19c64aa6896007664497b5696f34a37542	03c70045453ef3990d19ecf4e77298698ad26259fe556bd6a7b96f01bfb32d20	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
88	2008gg	5	CSPDR3_anthony	CSP	J	12	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-J	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	Jrc1_SWO_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/Jrc1_SWO_TAM_scan_atm.dat	d324d6b806211446ce1dbe3483067dfff78a2dfb	3939c6b4c446c675afb69c561f5875350bc51895e632cd7a206d29f02b5c53ab	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
